"","c..Ifitm1....Fcgbp....Kng2....Krt6a....Anxa8....Sprr2f....Fxyd5..."
"29912","Gm31049"
"29913","Gm42734"
"29914","Gm42657"
"29915","Gm42631"
"29916","Gm43105"
"29917","6720475M21Rik"
"29918","Gm43293"
"29919","4930528J11Rik"
"29920","Gm43635"
"29921","1700126H18Rik"
"29922","RP24-301O17.2"
"29923","Gm36669"
"29924","Gm7504"
"29925","Gm43801"
"29926","Gm5043"
"29927","Gm5291"
"29928","Gm43454"
"29929","Gm43553"
"29930","Gm19060"
"29931","Gm7596"
"29932","Gm43791"
"29933","Gm42740"
"29934","Gm43086"
"29935","Gm43636"
"29936","Gm43298"
"29937","Gm43807"
"29938","Gm43771"
"29939","C030017G13Rik"
"29940","1700021F13Rik"
"29941","C730045M19Rik"
"29942","Gm21048"
"29943","Gm42545"
"29944","Gm43629"
"29945","Gm42810"
"29946","Gm43277"
"29947","Gm42561"
"29948","Gm43155"
"29949","Gm42581"
"29950","Gm42742"
"29951","Gm43772"
"29952","Gm35191"
"29953","Gm43090"
"29954","Gm43265"
"29955","Gm18100"
"29956","Gm43068"
"29957","Gm43701"
"29958","Gm36378"
"29959","Gm43313"
"29960","Gm43269"
"29961","Gm34411"
"29962","Gm43343"
"29963","Gm43452"
"29964","Gm29815"
"29965","Gm18482"
"29966","Gm42726"
"29967","Gm43164"
"29968","Gm15820"
"29969","Gm43760"
"29970","Gm9936"
"29971","Gm42571"
"29972","Gm42931"
"29973","Gm43092"
"29974","Gm43440"
"29975","Gm43052"
"29976","Gm43274"
"29977","Gm43842"
"29978","Gm32072"
"29979","Vmn2r-ps25"
"29980","Gm3822"
"29981","Gm6719"
"29982","Gm43762"
"29983","Gm43264"
"29984","Gm43763"
"29985","Gm15997"
"29986","Gm42787"
"29987","Gm43806"
"29988","Gm42466"
"29989","Gm42475"
"29990","Gm43811"
"29991","Gm42654"
"29992","4930413E15Rik"
"29993","Gm42888"
"29994","Gm43810"
"29995","Gm38404"
"29996","Gm43793"
"29997","Gm3170"
"29998","Gm42728"
"29999","Gm7919"
"30000","Gm42666"
"30001","Gm18593"
"30002","Gm43496"
"30003","Gm43747"
"30004","Gm42507"
"30005","4933430H06Rik"
"30006","Gm43266"
"30007","Gm43845"
"30008","Gm43069"
"30009","Gm43638"
"30010","Gm17768"
"30011","Gm18452"
"30012","Gm18222"
"30013","Gm7663"
"30014","Gm42689"
"30015","Gm19583"
"30016","Gm43700"
"30017","Gm43312"
"30018","Gm19619"
"30019","Gm42550"
"30020","Gm43067"
"30021","Gm42576"
"30022","Gm42736"
"30023","Gm42897"
"30024","D130004A15Rik"
"30025","Gm42599"
"30026","Gm5302"
"30027","Gm3302"
"30028","4930500F04Rik"
"30029","4930524B17Rik"
"30030","Gm42530"
"30031","Gm9555"
"30032","Gm18327"
"30033","Gm43637"
"30034","Gm43594"
"30035","Gm42559"
"30036","1700017L05Rik"
"30037","Gm42959"
"30038","Gm43371"
"30039","Gm29926"
"30040","Gm43129"
"30041","Gm43631"
"30042","Gm43699"
"30043","Gm42560"
"30044","Gm43227"
"30045","Gm43851"
"30046","Gm43102"
"30047","Gm43769"
"30048","Gm43416"
"30049","Gm43620"
"30050","Olfr1401-ps1"
"30051","Gm5298"
"30052","Trmt112-ps1"
"30053","Gm42471"
"30054","Gm15469"
"30055","Gm43698"
"30056","Tgif1-ps"
"30057","Gm42730"
"30058","Gm43450"
"30059","Gm9495"
"30060","Gm43630"
"30061","Gm43280"
"30062","Gm3176"
"30063","Gm43788"
"30064","Gm43458"
"30065","Gm43026"
"30066","Gm43282"
"30067","3110031N09Rik"
"30068","Gm42896"
"30069","Gm43228"
"30070","Gm43688"
"30071","Gm18861"
"30072","Gm43775"
"30073","Gm43262"
"30074","Gm42577"
"30075","Gm42935"
"30076","Gm43234"
"30077","Gm43232"
"30078","Gm7452"
"30079","Gm43229"
"30080","Gm20488"
"30081","BC080696"
"30082","Gm42964"
"30083","Gm19719"
"30084","Gm43425"
"30085","Gm43038"
"30086","Gm7478"
"30087","Gm7538"
"30088","Gm43596"
"30089","1700065J11Rik"
"30090","Gm43225"
"30091","Gm6468"
"30092","Gm6655"
"30093","Gm43764"
"30094","4930430O22Rik"
"30095","Gm18118"
"30096","Gm42662"
"30097","Gm43168"
"30098","Gm43295"
"30099","Gm42558"
"30100","Gm42724"
"30101","Gm43373"
"30102","Gm43051"
"30103","Gm43479"
"30104","Gm43784"
"30105","Gm42668"
"30106","Gm43084"
"30107","Gm42801"
"30108","Gm18995"
"30109","Vmn1r-ps6"
"30110","Gm42557"
"30111","C330024D21Rik"
"30112","Gm42800"
"30113","Gm43323"
"30114","Gm7792"
"30115","Gm44217"
"30116","4930402H05Rik"
"30117","Olfr1544-ps1"
"30118","Olfr797-ps1"
"30119","Gm6312"
"30120","Gm8820"
"30121","Gm44125"
"30122","Gm44115"
"30123","1700040L08Rik"
"30124","Gm44159"
"30125","1700065L07Rik"
"30126","Gm43954"
"30127","Gm44023"
"30128","6330419E04Rik"
"30129","Gm43929"
"30130","Gm44030"
"30131","Olfr1383"
"30132","Gm4782"
"30133","Gm43902"
"30134","Gm43910"
"30135","Gm44177"
"30136","Gm44129"
"30137","Gm43977"
"30138","Gm18839"
"30139","Gm44216"
"30140","Gm43948"
"30141","Gm44154"
"30142","Gm44114"
"30143","Gm43882"
"30144","Gm4640"
"30145","Gm19908"
"30146","Gm43945"
"30147","Gm45060"
"30148","Gm44362"
"30149","Gm31747"
"30150","Gm43881"
"30151","Gm44449"
"30152","Gm43906"
"30153","Gm44054"
"30154","Gm43947"
"30155","Gm19165"
"30156","Gm2522"
"30157","Gm44421"
"30158","Gm18215"
"30159","Gm44145"
"30160","Gm43875"
"30161","Gm10400"
"30162","Gm19173"
"30163","Gm5110"
"30164","Gm44186"
"30165","Gm44045"
"30166","Gm7384"
"30167","Gm44294"
"30168","Gm44150"
"30169","Gm5990"
"30170","Gm44425"
"30171","Gm8992"
"30172","5730507A11Rik"
"30173","Olfr436-ps1"
"30174","Gm44147"
"30175","Gm44255"
"30176","Gm43932"
"30177","Gm19177"
"30178","Gm44029"
"30179","Gm44165"
"30180","Gm44288"
"30181","Nasp-ps1"
"30182","Gm44156"
"30183","Gm44400"
"30184","Gm18325"
"30185","Gm44058"
"30186","Gm17893"
"30187","Gm6590"
"30188","Gm44048"
"30189","Gm8239"
"30190","4933431M02Rik"
"30191","Gm44240"
"30192","Gm2796"
"30193","Gm29781"
"30194","Gm44065"
"30195","Gm19254"
"30196","Gm44568"
"30197","Gm44083"
"30198","Gm44057"
"30199","Gm44440"
"30200","Gm44433"
"30201","Tgif2-ps1"
"30202","Gm32381"
"30203","Gm43886"
"30204","Gm44244"
"30205","Gm44046"
"30206","Gm44016"
"30207","Gm26996"
"30208","Gm3726"
"30209","Gm43994"
"30210","Gm44988"
"30211","Gm44071"
"30212","Gm44291"
"30213","Vmn1r-ps16"
"30214","Gm35931"
"30215","Gm44422"
"30216","Gm43920"
"30217","Gm43955"
"30218","Gm43911"
"30219","Gm44336"
"30220","Gm43969"
"30221","Gm44222"
"30222","Gm44426"
"30223","Gm44307"
"30224","Gm43866"
"30225","Gm44726"
"30226","Gm4605"
"30227","Gm44096"
"30228","Gm44266"
"30229","Olfr795-ps1"
"30230","Gm44237"
"30231","Gm21940"
"30232","2010109P13Rik"
"30233","Gm44193"
"30234","Gm44264"
"30235","Gm44412"
"30236","Gm44188"
"30237","Gm44379"
"30238","Gm44332"
"30239","Gm18840"
"30240","Gm44268"
"30241","Gm43877"
"30242","Gm3961"
"30243","Olfr1389"
"30244","Gm17834"
"30245","Gm44128"
"30246","Gm44093"
"30247","Gm44176"
"30248","Gm44124"
"30249","Gm44828"
"30250","Gm44133"
"30251","Gm44104"
"30252","Gm18716"
"30253","3300002P13Rik"
"30254","Gm44283"
"30255","Gm44989"
"30256","Gm45021"
"30257","Gm43897"
"30258","Gm6794"
"30259","Tas2r145-ps3"
"30260","Gm44097"
"30261","Tas2r142-ps5"
"30262","Gm44441"
"30263","Gm18913"
"30264","Gm44764"
"30265","Gm35216"
"30266","Gm43981"
"30267","Gm2651"
"30268","Gm18691"
"30269","Gm44041"
"30270","Gm44117"
"30271","Gm43873"
"30272","Gm20177"
"30273","Gm44131"
"30274","Gm44163"
"30275","Gm43927"
"30276","Gm44196"
"30277","Olfr793-ps1"
"30278","Gm7825"
"30279","Gm6261"
"30280","Gm44447"
"30281","Gm44205"
"30282","Gm44005"
"30283","Gm34149"
"30284","Gm44727"
"30285","Gm19244"
"30286","Gm44282"
"30287","Gm44011"
"30288","Gm44061"
"30289","Gm44233"
"30290","Gm44070"
"30291","Gm44078"
"30292","Gm43956"
"30293","1700069P05Rik"
"30294","Gm30524"
"30295","Gm4374"
"30296","Gm44119"
"30297","Gm32858"
"30298","Tas2r141-ps4"
"30299","Gm43885"
"30300","Gm6342"
"30301","Olfr1380"
"30302","Gm44225"
"30303","Gm44445"
"30304","Olfr764-ps1"
"30305","Gm44404"
"30306","Gm44032"
"30307","Gm44166"
"30308","Gm43894"
"30309","Gm31520"
"30310","4930563H07Rik"
"30311","Gm44446"
"30312","Gm18402"
"30313","Olfr772"
"30314","Gm44107"
"30315","Gm18007"
"30316","Gm44137"
"30317","Gm43976"
"30318","Gm3017"
"30319","Crs-ps"
"30320","Gm44277"
"30321","Gm30332"
"30322","Gm44178"
"30323","Olfr316"
"30324","Vmn1r-ps13"
"30325","Gm44272"
"30326","Gm43903"
"30327","Gm43986"
"30328","Gm44139"
"30329","Rab5a-ps"
"30330","Gm5995"
"30331","Gm9038"
"30332","Gm44044"
"30333","Gm43901"
"30334","Gm19172"
"30335","Gm44312"
"30336","Gm8921"
"30337","Gm44289"
"30338","Gm44399"
"30339","Gm43970"
"30340","Gm20144"
"30341","Gm19287"
"30342","Gm44140"
"30343","Gm44039"
"30344","Gm44082"
"30345","Gm44022"
"30346","Gm44286"
"30347","Gm19131"
"30348","Gm5307"
"30349","Olfr320"
"30350","Gm43870"
"30351","Gm6681"
"30352","Gm44398"
"30353","Gm44135"
"30354","Gm43997"
"30355","RP23-69L20.2"
"30356","Gm43937"
"30357","Gm43946"
"30358","Gm44261"
"30359","Gm43964"
"30360","Gm18484"
"30361","Gm18010"
"30362","B230112I24Rik"
"30363","Gm44204"
"30364","Gm8774"
"30365","Gm44406"
"30366","Gm44173"
"30367","Gm32453"
"30368","Gm7812"
"30369","Gm18765"
"30370","1700072O05Rik"
"30371","Gm43917"
"30372","Gm18690"
"30373","Olfr766-ps1"
"30374","Gm44013"
"30375","Gm43934"
"30376","Gm44371"
"30377","Gm44990"
"30378","Mageb16-ps2"
"30379","Gm43898"
"30380","Gm19253"
"30381","Gm44401"
"30382","Gm18421"
"30383","Gm5318"
"30384","Gm34224"
"30385","Gm44073"
"30386","Gm44448"
"30387","Gm43959"
"30388","Gm8956"
"30389","Gm5311"
"30390","Gm43971"
"30391","Gm43974"
"30392","Gm19764"
"30393","Gm44388"
"30394","Gm44687"
"30395","Gm44098"
"30396","Gm43874"
"30397","9530013L04Rik"
"30398","Gm44315"
"30399","Gm43888"
"30400","Gm44038"
"30401","Gm43943"
"30402","Gm45083"
"30403","Gm44232"
"30404","Gm44526"
"30405","Olfr783-ps1"
"30406","Gm30557"
"30407","4933406L23Rik"
"30408","Gm44095"
"30409","Gm44105"
"30410","Gm44068"
"30411","Gm10445"
"30412","Gm44064"
"30413","Gm44051"
"30414","Gm44478"
"30415","Gm44086"
"30416","Olfr778-ps1"
"30417","Gm44439"
"30418","Gm44003"
"30419","Gm19726"
"30420","Gm18689"
"30421","Gm44209"
"30422","Gm44434"
"30423","Gm44257"
"30424","Gm29799"
"30425","Gm38840"
"30426","Gm44034"
"30427","Gm18862"
"30428","Gm8038"
"30429","Gm44436"
"30430","Gm6443"
"30431","Gm44296"
"30432","Gm44242"
"30433","Gm18289"
"30434","Gm43985"
"30435","4933439N06Rik"
"30436","Gm44420"
"30437","Gm18688"
"30438","Gm18791"
"30439","Gm43979"
"30440","Gm43999"
"30441","Gm5315"
"30442","Gm44281"
"30443","4930434O05Rik"
"30444","Gm44241"
"30445","Gm44185"
"30446","Gm44089"
"30447","Gm8686"
"30448","Gm44212"
"30449","Gm43963"
"30450","Gm44004"
"30451","Gm44181"
"30452","Gm43904"
"30453","Gm4714"
"30454","Gm35736"
"30455","Gm6227"
"30456","Gm5001"
"30457","Gm44110"
"30458","Gm7838"
"30459","Gm19596"
"30460","Gm43879"
"30461","Gm30731"
"30462","Gm44151"
"30463","Gm44072"
"30464","Gm44417"
"30465","Gm43907"
"30466","Gm29848"
"30467","Gm19065"
"30468","Prpmp5"
"30469","Gm44106"
"30470","Gm44113"
"30471","Gm44278"
"30472","Gm44062"
"30473","Gm44144"
"30474","Gm43993"
"30475","Gm43880"
"30476","Gm43950"
"30477","Gm44138"
"30478","Olfr440-ps1"
"30479","Gm43968"
"30480","Gm5051"
"30481","Gm44192"
"30482","1700094M24Rik"
"30483","Gm44069"
"30484","Gm5723"
"30485","Gm44074"
"30486","Gm32592"
"30487","Gm43930"
"30488","Gm44213"
"30489","Gm44230"
"30490","Gm5580"
"30491","Gm8574"
"30492","Gm43895"
"30493","Gm7565"
"30494","Gm43871"
"30495","Gm44076"
"30496","Gm18011"
"30497","Gm44235"
"30498","Gm8999"
"30499","Gm7946"
"30500","Gm7783"
"30501","Gm6423"
"30502","Gm44285"
"30503","Gm43922"
"30504","4930518I17Rik"
"30505","Gm43957"
"30506","4930504D19Rik"
"30507","Gm44090"
"30508","Gm44197"
"30509","Gm44162"
"30510","Gm44475"
"30511","Gm30498"
"30512","Gm17822"
"30513","Gm4872"
"30514","Gm44155"
"30515","Gm32308"
"30516","Gm44100"
"30517","Gm18538"
"30518","Rpl7a-ps14"
"30519","Gm44438"
"30520","AA545190"
"30521","Gm44157"
"30522","Gm6375"
"30523","Gm6352"
"30524","Gm44211"
"30525","Gm43942"
"30526","Gm44027"
"30527","Speer9-ps1"
"30528","Gm44088"
"30529","Gm44111"
"30530","Gm44042"
"30531","4930447C11Rik"
"30532","Gm44259"
"30533","Gm44001"
"30534","Gm44094"
"30535","RP23-355N5.6"
"30536","Gm18198"
"30537","Gm43978"
"30538","Gm44118"
"30539","Gm44043"
"30540","Gm44121"
"30541","Gm44109"
"30542","Gm44142"
"30543","Gm6064"
"30544","Gm44219"
"30545","Gm43973"
"30546","Gm5306"
"30547","Gm44160"
"30548","Olfr454-ps1"
"30549","Gm43905"
"30550","Gm44006"
"30551","Gm19692"
"30552","Gm43919"
"30553","Gm44223"
"30554","G930045G22Rik"
"30555","Gm44487"
"30556","Gm44228"
"30557","Gm44018"
"30558","Gm44123"
"30559","Gm44208"
"30560","Gm35386"
"30561","Gm44080"
"30562","Gm44435"
"30563","Gm44418"
"30564","Gm18540"
"30565","Gm43869"
"30566","Gm44279"
"30567","Gm44596"
"30568","Gm44012"
"30569","Gm44052"
"30570","Gm8039"
"30571","Gm18539"
"30572","Gm43928"
"30573","Gm44108"
"30574","Gm43983"
"30575","Gm44049"
"30576","Gm7298"
"30577","Gm44245"
"30578","Gm43998"
"30579","Gm44007"
"30580","Gm44271"
"30581","Gm8143"
"30582","Olfr1556-ps1"
"30583","Olfr210-ps1"
"30584","Gm44284"
"30585","Gm44021"
"30586","Gm43967"
"30587","D030044L04Rik"
"30588","Gm43900"
"30589","Gm5154"
"30590","Zim3"
"30591","Gm44459"
"30592","Gm5576"
"30593","Gm44158"
"30594","Gm43990"
"30595","Gm44472"
"30596","Gm8479"
"30597","Gm44149"
"30598","Gm43876"
"30599","Gm43941"
"30600","Olfr451-ps1"
"30601","Gm44369"
"30602","4921529L05Rik"
"30603","Gm44028"
"30604","Gm3279"
"30605","Gm18423"
"30606","Gm44134"
"30607","Gm43953"
"30608","Hspd1-ps1"
"30609","Gm43872"
"30610","Gm3455"
"30611","Gm20362"
"30612","Gm6072"
"30613","4930595O18Rik"
"30614","Gm45061"
"30615","9530086O07Rik"
"30616","6330415B21Rik"
"30617","Gm8744"
"30618","Gm44210"
"30619","Gm44026"
"30620","Gm5314"
"30621","Mug4-ps"
"30622","A930014E10Rik"
"30623","Gm6786"
"30624","Gm43893"
"30625","Gm44229"
"30626","Gm3148"
"30627","Gm44221"
"30628","Gm44189"
"30629","Gm44102"
"30630","Minpp1-ps"
"30631","Gm44060"
"30632","Gm18838"
"30633","Gm43988"
"30634","Gm5876"
"30635","Gm44437"
"30636","Gm20997"
"30637","Gm5886"
"30638","Gm5312"
"30639","Gm18012"
"30640","RP24-457L7.3"
"30641","Gm44015"
"30642","Olfr800"
"30643","Gm44262"
"30644","Gm44201"
"30645","Gm43891"
"30646","Gm43952"
"30647","Gm43884"
"30648","Gm44146"
"30649","Gm12845"
"30650","4922502N22Rik"
"30651","Gm44019"
"30652","Gm44099"
"30653","Gm44175"
"30654","Olfr789"
"30655","Gm9560"
"30656","Gm8035"
"30657","Gm18485"
"30658","Gm44055"
"30659","Gm44803"
"30660","Gm44079"
"30661","Gm7498"
"30662","Gm44414"
"30663","Gm43975"
"30664","Gm44191"
"30665","Gm43889"
"30666","4930443G03Rik"
"30667","Gm44020"
"30668","Olfr439-ps1"
"30669","Gm44470"
"30670","Gm44290"
"30671","Gm44152"
"30672","Gm44443"
"30673","Olfr326-ps1"
"30674","Olrf445-ps1"
"30675","Gm19237"
"30676","Gm20589"
"30677","Gm43899"
"30678","Olfr1386"
"30679","Gm43864"
"30680","Gm43958"
"30681","Gm43915"
"30682","Gm21054"
"30683","Gm44231"
"30684","Gm44092"
"30685","Gm7924"
"30686","Gm44267"
"30687","Gm44141"
"30688","Gm44227"
"30689","Gm44198"
"30690","Gm19653"
"30691","Gm8132"
"30692","4930511E03Rik"
"30693","Gm43865"
"30694","Gm43887"
"30695","Gm29803"
"30696","Gm44410"
"30697","Olfr442-ps1"
"30698","Gm43931"
"30699","Gm43991"
"30700","Gm4874"
"30701","Gm43944"
"30702","Gm44180"
"30703","Gm19252"
"30704","Gm44427"
"30705","Gm44184"
"30706","Gm32222"
"30707","Gm44179"
"30708","Gm44130"
"30709","Gm44132"
"30710","Gm44172"
"30711","Gm43982"
"30712","Gm8083"
"30713","Gm44153"
"30714","Gm43883"
"30715","Gm44101"
"30716","Gm44056"
"30717","Gm2691"
"30718","Gm43933"
"30719","Gm31861"
"30720","Gm43926"
"30721","Gm44063"
"30722","6430584L05Rik"
"30723","1700102F20Rik"
"30724","Gm3549"
"30725","Gm44084"
"30726","Gm44428"
"30727","Gm44248"
"30728","Gm19757"
"30729","Gm43984"
"30730","Gm5317"
"30731","Gm44252"
"30732","9330118I20Rik"
"30733","Prb3-ps"
"30734","Gm43896"
"30735","Gm19039"
"30736","Gm34391"
"30737","Gm43960"
"30738","Tas2r111-ps2"
"30739","Gm44112"
"30740","Gm44059"
"30741","Olfr1542-ps1"
"30742","Gm43908"
"30743","Gm43913"
"30744","Gm6727"
"30745","Gm3793"
"30746","Tas2r146-ps1"
"30747","Gm43867"
"30748","1700051K13Rik"
"30749","Gm20371"
"30750","Olfr318"
"30751","Gm44218"
"30752","Gm44190"
"30753","Gm18422"
"30754","Gm4602"
"30755","Gm44236"
"30756","Gm44161"
"30757","Gm7880"
"30758","Gm44276"
"30759","Gm44444"
"30760","Gm44194"
"30761","Gm44024"
"30762","Gm8703"
"30763","Gm44182"
"30764","Gm44224"
"30765","Gm44473"
"30766","Gm44202"
"30767","Gm44174"
"30768","Gm44120"
"30769","Gm44050"
"30770","Pla2g4c-ps"
"30771","Gm43996"
"30772","Gm44295"
"30773","Gm43892"
"30774","Gm44539"
"30775","Gm45127"
"30776","Gm18207"
"30777","Gm45152"
"30778","Gm4607"
"30779","Gm19078"
"30780","Gm44640"
"30781","Ceacam-ps1"
"30782","Gm44703"
"30783","Gm44737"
"30784","Gm45052"
"30785","Gm44601"
"30786","Gm44589"
"30787","Gm44663"
"30788","Gm45170"
"30789","Gm44552"
"30790","Gm44945"
"30791","Gm44608"
"30792","Gm44898"
"30793","Gm17838"
"30794","Gm44939"
"30795","Gm45196"
"30796","Gm44725"
"30797","Gm44882"
"30798","Gm5322"
"30799","Gm45095"
"30800","Gm44635"
"30801","Gm45215"
"30802","Olfr163-ps1"
"30803","Gm4971"
"30804","Gm44794"
"30805","Klk1b28-ps"
"30806","Gm44520"
"30807","Gm44746"
"30808","Gm29920"
"30809","Gm18307"
"30810","Gm8952"
"30811","4933435G04Rik"
"30812","Gm44980"
"30813","Gm18599"
"30814","Gm45077"
"30815","Usf2-ps1"
"30816","4931431B13Rik"
"30817","Gm44604"
"30818","9130221F21Rik"
"30819","Snrp1c-ps1"
"30820","C430039J01Rik"
"30821","Gm44512"
"30822","Gm44796"
"30823","Gm44615"
"30824","Gm44747"
"30825","Gm44951"
"30826","Gm4881"
"30827","Gm8209"
"30828","Gm45124"
"30829","Gm45168"
"30830","Gm44614"
"30831","Gm45003"
"30832","Gm44874"
"30833","Gm18642"
"30834","A730082K24Rik"
"30835","Olfr737-ps1"
"30836","4930448A20Rik"
"30837","Gm6567"
"30838","Gm45082"
"30839","Gm44730"
"30840","Gm44558"
"30841","Gm44673"
"30842","Gm45206"
"30843","Gm44606"
"30844","Gm9768"
"30845","Gm9463"
"30846","RP24-333B11.4"
"30847","Gm44838"
"30848","Gm45171"
"30849","Klk1b14-ps"
"30850","Gm45122"
"30851","Gm44972"
"30852","Ywhaq-ps1"
"30853","Klk1b15-ps"
"30854","Gm45093"
"30855","1700025J12Rik"
"30856","Gm44740"
"30857","Gm44818"
"30858","Gm45005"
"30859","BC026762"
"30860","Gm44627"
"30861","Gm45020"
"30862","Gm45141"
"30863","Gm44718"
"30864","Gm44765"
"30865","Gm44590"
"30866","Olfr465-ps1"
"30867","Gm45107"
"30868","Gm45058"
"30869","Gm44603"
"30870","Gm36776"
"30871","Gm44963"
"30872","Gm44756"
"30873","Gm19761"
"30874","RP23-291B1.2"
"30875","Gm44851"
"30876","Gm19366"
"30877","Gm9278"
"30878","Klk1b19-ps"
"30879","Klk2-ps"
"30880","Gm17918"
"30881","Gm44997"
"30882","Gm44567"
"30883","Gm21269"
"30884","Gm44977"
"30885","Olfr185-ps1"
"30886","Gm44932"
"30887","Gm44745"
"30888","Gm5027"
"30889","Gm44605"
"30890","Gm44557"
"30891","Gm45032"
"30892","Gm45211"
"30893","Gm30459"
"30894","Gm45054"
"30895","Gm4598"
"30896","Gm18855"
"30897","Gm45212"
"30898","Gm44739"
"30899","Gm44895"
"30900","Gm19514"
"30901","2200002A13Rik"
"30902","Gm36633"
"30903","Gm33248"
"30904","Gm45078"
"30905","Gm45184"
"30906","Gm18805"
"30907","Cyp2a21-ps"
"30908","Gm44979"
"30909","Gm45025"
"30910","Gm44522"
"30911","Gm44523"
"30912","Rpl18a-ps4"
"30913","RP24-462O14.2"
"30914","Gm45139"
"30915","Gm44768"
"30916","Gm44738"
"30917","Gm45026"
"30918","Gm45033"
"30919","Gm9240"
"30920","Gm4265"
"30921","1700095K22Rik"
"30922","Gm44705"
"30923","6720469O03Rik"
"30924","Gm44978"
"30925","Gm44780"
"30926","Gm45192"
"30927","Gm44987"
"30928","Gm7238"
"30929","Gm30075"
"30930","2310001K20Rik"
"30931","Olfr717-ps1"
"30932","Gm44602"
"30933","Gm45125"
"30934","4833421K07Rik"
"30935","Gm44639"
"30936","Gm44664"
"30937","4933430L12Rik"
"30938","RP23-292C5.8"
"30939","Gm45173"
"30940","Gm8319"
"30941","Gm29759"
"30942","4930429H19Rik"
"30943","Gm45108"
"30944","Gm44905"
"30945","Olfr1360"
"30946","Gm45071"
"30947","Olfr184-ps1"
"30948","Gm45197"
"30949","Klk1b12-ps"
"30950","Gm4768"
"30951","Gm44795"
"30952","Gm44834"
"30953","Cyp2b26-ps"
"30954","Gm44613"
"30955","Gm45006"
"30956","Gm44736"
"30957","Gm45227"
"30958","Gm44880"
"30959","Gm44824"
"30960","Gm17987"
"30961","Gm44835"
"30962","Psg-ps1"
"30963","Gm44782"
"30964","Gm44695"
"30965","Gm45219"
"30966","Gm44519"
"30967","Gm44686"
"30968","Olfr189-ps1"
"30969","Gm45031"
"30970","Gm44513"
"30971","Olfr277-ps1"
"30972","Gm4593"
"30973","Gm7726"
"30974","Gm44883"
"30975","Gm44981"
"30976","Gm45229"
"30977","Gm44778"
"30978","Gm17811"
"30979","Gm45154"
"30980","Gm44868"
"30981","Gm44896"
"30982","Gm18973"
"30983","Gm44854"
"30984","Gm45216"
"30985","Gm44976"
"30986","Gm45214"
"30987","Gm44814"
"30988","Gm45225"
"30989","Gm44962"
"30990","Gm44581"
"30991","RP23-190H11.8"
"30992","Gm44708"
"30993","Gm44665"
"30994","Gm10616"
"30995","Gm44671"
"30996","Klk1b10-ps"
"30997","5330411O13Rik"
"30998","Gm44850"
"30999","Olfr396-ps1"
"31000","Cyp2b27-ps"
"31001","Gm7424"
"31002","Gm29725"
"31003","Gm44879"
"31004","Gm44634"
"31005","Gm36694"
"31006","Gm4973"
"31007","Gm35040"
"31008","Gm44839"
"31009","Gm20670"
"31010","Gm36864"
"31011","Gm45092"
"31012","Gm44711"
"31013","Gm45018"
"31014","Gm45079"
"31015","Gm5037"
"31016","Gm44720"
"31017","Gm44607"
"31018","Gm44694"
"31019","Gm44650"
"31020","Gm4290"
"31021","Gm45150"
"31022","Olfr1400-ps1"
"31023","Gm44508"
"31024","Gm44807"
"31025","Gm44903"
"31026","Gm44920"
"31027","Gm44722"
"31028","Olfr162-ps1"
"31029","Gm17984"
"31030","Gm44674"
"31031","Gm44855"
"31032","Klk1b2-ps"
"31033","0610006L08Rik"
"31034","Gm9519"
"31035","Gm45097"
"31036","Gm45172"
"31037","Olfr188-ps1"
"31038","Gm33080"
"31039","Gm44897"
"31040","Gm44538"
"31041","Gm45013"
"31042","4930441H08Rik"
"31043","Gm44815"
"31044","2700080J24Rik"
"31045","Gm45008"
"31046","Gm44922"
"31047","Olfr1359"
"31048","Gm44970"
"31049","Gm45134"
"31050","Gm29754"
"31051","Gm45017"
"31052","Gm45149"
"31053","Gm45080"
"31054","Gm45007"
"31055","RP24-333B11.5"
"31056","Gm45034"
"31057","Gm45153"
"31058","Gm7287"
"31059","4930486N12Rik"
"31060","Gm44964"
"31061","Gm18988"
"31062","Gm7482"
"31063","Gm18905"
"31064","Gm44575"
"31065","Gm29977"
"31066","Gm45143"
"31067","Gm3189"
"31068","Gm44591"
"31069","Gm21057"
"31070","Gm44902"
"31071","Gm44940"
"31072","Gm44749"
"31073","Gm44757"
"31074","Gm44721"
"31075","Gm45106"
"31076","Gm44779"
"31077","Olfr240-ps1"
"31078","Gm17831"
"31079","Gm45135"
"31080","Api5-ps"
"31081","Gm44817"
"31082","Gm44638"
"31083","Gm45096"
"31084","Gm6008"
"31085","Gm44553"
"31086","Gm44923"
"31087","Gm44881"
"31088","Gm9367"
"31089","Gm17908"
"31090","Gm45198"
"31091","Gm44579"
"31092","Gm44767"
"31093","Gm45217"
"31094","Gm45191"
"31095","Gm44748"
"31096","Gm44894"
"31097","Gm45202"
"31098","Gm44921"
"31099","Klk1b18-ps"
"31100","Gm44728"
"31101","Atp6v0c-ps1"
"31102","Gm45057"
"31103","Gm2926"
"31104","Gm44580"
"31105","Gm44971"
"31106","Gm44719"
"31107","Gm45210"
"31108","Gm44506"
"31109","Gm45136"
"31110","Gm44540"
"31111","Gm45169"
"31112","Gm44670"
"31113","RP24-269A16.7"
"31114","5430434F05Rik"
"31115","Gm44707"
"31116","Gm45035"
"31117","Gm44819"
"31118","4930517G19Rik"
"31119","Gm4259"
"31120","Gm8309"
"31121","2200007N16Rik"
"31122","4921513I08Rik"
"31123","Gm44806"
"31124","Gm5418"
"31125","Gm45213"
"31126","Gm45195"
