"","c..Gm5637....Gm6024....Gm5385....Rpl9.ps6....Frg2f1....Gbp8..."
"3673","Gm6552"
"3674","Zfp729a"
"3675","Gm5381"
"3676","Pgam1"
"3677","Gm48315"
"3678","Olfr39"
"3679","Gm49373"
"3680","Gm20305"
"3681","Gm7258"
"3682","Gm44824"
"3683","Speer4c"
"3684","Gm29736"
"3685","Gm2026"
"3686","Gm18413"
"3687","Trav5d-4"
"3688","Trav5n-4"
"3689","Gm6612"
"3690","Fam241b"
"3691","Hmgb1-rs17"
"3692","Gm11544"
"3693","Tmprss11b"
"3694","Gm3033"
"3695","9530053A07Rik"
"3696","Gm49009"
"3697","Olfr1425"
"3698","Olfr569"
"3699","Gm13624"
"3700","Rhox4b"
"3701","Olfr653"
"3702","Olfr1348"
"3703","Olfr606"
"3704","Nradd"
"3705","Gm49181"
"3706","Gm1943"
"3707","Olfr364-ps1"
"3708","Gm3379"
"3709","Gm10837"
"3710","Gm5591"
"3711","Olfr801"
"3712","1700128F08Rik"
"3713","Gm6451"
"3714","Olfr1121"
"3715","Olfr1300-ps1"
"3716","Tex16"
"3717","Olfr1279"
"3718","Gm14660"
"3719","Gm13408"
"3720","Gm18340"
"3721","Tex13b"
"3722","Gm8522"
"3723","Hba-a1"
"3724","Gm44962"
"3725","Trbc1"
"3726","Cyp2d40"
"3727","Rpl7a-ps10"
"3728","Cyp4f40"
"3729","Snrp1c-ps1"
"3730","Hcfc1r1-ps1"
"3731","Olfr149"
"3732","Gm4995"
"3733","Gm48153"
"3734","Btf3-ps11"
"3735","5730507C01Rik"
"3736","Gm29640"
"3737","Themis3"
"3738","Aldh1a7"
"3739","Gm18918"
"3740","Gm8091"
"3741","Olfr877"
"3742","Olfr1297"
"3743","Zfp53"
"3744","Gm48620"
"3745","Vmn2r90"
"3746","Gm20953"
"3747","Zfp658"
"3748","Saa2"
"3749","Gm4342"
"3750","Gm14896"
"3751","Gm9805"
"3752","Srgap2"
"3753","Gm16391"
"3754","Olfr1418"
"3755","Rpl36-ps1"
"3756","Gm34091"
"3757","Gm6185"
"3758","Gm7422"
"3759","Gm9385"
"3760","Cyp4f38-ps"
"3761","Gm13436"
"3762","Gm42850"
"3763","Gm37070"
"3764","Hcfc1r1-ps2"
"3765","Gm20164"
"3766","Gm5708"
"3767","Gm45454"
"3768","Hspe1"
"3769","Dnah7a"
"3770","Gm13547"
"3771","Gm5089"
"3772","Olfr1312"
"3773","Cyp4b1-ps2"
"3774","Gm46432"
"3775","Rpl21-ps13"
"3776","Gm6554"
"3777","Zfp264"
"3778","Fbxw17"
"3779","C130026I21Rik"
"3780","Gm19311"
"3781","Gm12024"
"3782","Mia2"
"3783","Smok2a"
"3784","Gm18402"
"3785","7530428D23Rik"
"3786","Gm42933"
"3787","Dcaf12l2"
"3788","Gm14811"
"3789","Smok3a"
"3790","Vmn1r204"
"3791","Cox20b"
"3792","Gm14328"
"3793","Gm19236"
"3794","Olfr329"
"3795","Vmn1r14"
"3796","Gm11633"
"3797","Gm13487"
"3798","Gm21152"
"3799","Alms1-ps2"
"3800","Zfp811"
"3801","Gm16588"
"3802","Gm47668"
"3803","Vmn1r72"
"3804","Olfr380"
"3805","Gm12669"
"3806","Olfr475-ps1"
"3807","Gm17976"
"3808","Olfr1231"
"3809","Spin2c"
"3810","Obox3-ps2"
"3811","Gm17917"
"3812","Zfp994"
"3813","Gm6035"
"3814","Eef2kmt"
"3815","Trav6d-5"
"3816","Gm45313"
"3817","Gm13460"
"3818","Gm16209"
"3819","Gm45113"
"3820","Gm7449"
"3821","Rsl1"
"3822","Cnpy1"
"3823","Gm19108"
"3824","Gm2792"
"3825","Mettl7a2"
"3826","Olfr417"
"3827","Gm14912"
"3828","Gm9118"
"3829","Gm18737"
"3830","Mrpl27-ps"
"3831","Zfp955a"
"3832","Gm13623"
"3833","Gm48849"
"3834","Gm8162"
"3835","Rab32"
"3836","Gm49686"
"3837","Gm27190"
"3838","Gm44844"
"3839","Csf2rb2"
"3840","Olfr472"
"3841","Gm49637"
"3842","Cmtm2b"
"3843","Rps19-ps3"
"3844","Gm46994"
"3845","Arxes2"
"3846","Gm7972"
"3847","Trim5"
"3848","Olfr556"
"3849","Olfr1170"
"3850","Gm17923"
"3851","Olfr668"
"3852","Gm13456"
"3853","Gm3839"
"3854","Gm12712"
"3855","Gm48108"
"3856","Ifnl2"
"3857","Ptma-ps2"
"3858","Gm29666"
"3859","Itpa-ps2"
"3860","Gm34646"
"3861","Gm11800"
"3862","9030624G23Rik"
"3863","Ces1d"
"3864","Zkscan3"
"3865","Ptma"
"3866","Vmn2r31"
"3867","4930522L14Rik"
"3868","Gm42420"
"3869","Gm6027"
"3870","Methig1"
"3871","Vmn1r210"
"3872","Amy1"
"3873","Gm7253"
"3874","Rps15a-ps7"
"3875","Rps19-ps5"
"3876","H2ac14"
"3877","Gm48445"
"3878","Gm44519"
"3879","Gm8116"
"3880","Gm49523"
"3881","Dnajc19-ps"
"3882","Gm12258"
"3883","Prdx6b"
"3884","Gm20696"
"3885","1600014C23Rik"
"3886","Gm18972"
"3887","Slc6a21"
"3888","Cpne1"
"3889","Gm29920"
"3890","Gm44041"
"3891","Gm5195"
"3892","Zfp595"
"3893","Pate9"
"3894","Gm27249"
"3895","Gm8872"
"3896","AA413626"
"3897","Gm17949"
"3898","Gm5288"
"3899","Gm5268"
"3900","Nlrp9b"
"3901","Gm19040"
"3902","Gm36965"
"3903","9830107B12Rik"
"3904","Kif19b"
"3905","Fth1"
"3906","Gm21392"
"3907","Mep1a"
"3908","Gm13002"
"3909","Gm17833"
"3910","Gm18577"
"3911","Lbhd1"
"3912","Gm20796"
"3913","Gm13355"
"3914","Reg1"
"3915","Serpina3g"
"3916","1700024B05Rik"
"3917","Gm14862"
"3918","Gm10184"
"3919","Dazl"
"3920","Igkv4-71"
"3921","Zim1"
"3922","Gm8192"
"3923","Vmn1r235"
"3924","Atp5pb-ps"
"3925","Zbed4-ps1"
"3926","4931440P22Rik"
"3927","Gm38280"
"3928","Gm15097"
"3929","Ace3"
"3930","Gm7855"
"3931","Gm50018"
"3932","Ppp1r7"
"3933","Olfr1565"
"3934","Rpl17-ps1"
"3935","Olfr229"
"3936","Utp14b"
"3937","Gm2939"
"3938","Gm9333"
"3939","Tcp10a"
"3940","Gm18205"
"3941","Gm14193"
"3942","Gm49720"
"3943","Gm5176"
"3944","C1rb"
"3945","Gm20091"
"3946","Gm4335"
"3947","Gemin6-ps"
"3948","Gm6108"
"3949","Gm15793"
"3950","Gm13862"
"3951","Olfr1034"
"3952","Vmn2r58"
"3953","Gm2568"
"3954","Akr1c20"
"3955","Gm15737"
"3956","Gm8424"
"3957","Gm7546"
"3958","Gm18265"
"3959","Gm7807"
"3960","Nutf2"
"3961","Vmn1r-ps136"
"3962","Gm12782"
"3963","S100a7a"
"3964","Gm3543"
"3965","Olfr1225"
"3966","Smok3c"
"3967","Zfp119b"
"3968","Scgb1b4-ps"
"3969","Zfp568"
"3970","Gm6100"
"3971","Olfr1212"
"3972","Gm6643"
"3973","Olfr477"
"3974","Ugt3a1"
"3975","Gm15074"
"3976","Gm48452"
"3977","H2ac8"
"3978","H4f16"
"3979","Gm27043"
"3980","Gm21304"
"3981","Gm3286"
"3982","Gm12994"
"3983","Gm12164"
"3984","Gm20008"
"3985","Gm21874"
"3986","Gm10108"
"3987","Gm37922"
"3988","Vmn2r86"
"3989","Gm15142"
"3990","H3f3a-ps2"
"3991","Olfr104-ps"
"3992","Rps2-ps5"
"3993","Gm14293"
"3994","Zfp874b"
"3995","Adam1a"
"3996","Pcdhb7"
"3997","Gm47759"
"3998","Gm19005"
"3999","Gm10376"
"4000","Rpl10-ps5"
"4001","Nepn"
"4002","Mxra7"
"4003","Gm18780"
"4004","Gm773"
"4005","Olfr870"
"4006","Lrrc37a"
"4007","Gm5612"
"4008","Olfr1508"
"4009","Ifi214"
"4010","Gm18959"
"4011","Olfr822"
"4012","Cntnap5c"
"4013","Smad9"
"4014","Sult5a1"
"4015","Gsta5"
"4016","Il3ra"
"4017","Dnal4"
"4018","Gm8725"
"4019","Olfr1395"
"4020","Zfp59"
"4021","Gm14399"
"4022","Gm7192"
"4023","Gm46546"
"4024","Olfr644"
"4025","Gm14239"
"4026","Olfr862"
"4027","Gm7298"
"4028","Gm17835"
"4029","Gm9043"
"4030","Tcl1b4"
"4031","Vmn1r171"
"4032","Olfr287"
"4033","Klrb1"
"4034","Gm20662"
"4035","P2ry10b"
"4036","BC147527"
"4037","Zfp980"
"4038","Gm48862"
"4039","Tagap"
"4040","Gm13423"
"4041","Vmn1r188"
"4042","Tomm5"
"4043","Zfp534"
"4044","Gm48440"
"4045","Gm26960"
"4046","Gpr89"
"4047","Plp2"
"4048","Gm3159"
"4049","Trav7-6"
"4050","Gm13641"
"4051","Olfr1186"
"4052","Gm6823"
"4053","Gm45880"
"4054","Gm19142"
"4055","Gm6745"
"4056","Gm12986"
"4057","Gm49500"
"4058","Rbm8a"
"4059","Gm7434"
"4060","Gm16134"
"4061","Gm44511"
"4062","Slc22a28"
"4063","Olfr1432"
"4064","Olfr1448"
"4065","Gm15039"
"4066","Gm15131"
"4067","Rpl19-ps7"
"4068","Gm11761"
"4069","Gm34424"
"4070","Gm7210"
"4071","Eef2-ps2"
"4072","Olfr120"
"4073","Gm31532"
"4074","Klra7"
"4075","Gm5649"
"4076","Pigz"
"4077","Olfr1442"
"4078","Faiml"
"4079","Gm48944"
"4080","Gm13394"
"4081","Gm21036"
"4082","Gm6012"
"4083","Gm20946"
"4084","Olfr907"
"4085","Gm7614"
"4086","Gm15065"
"4087","Ncr3-ps"
"4088","Rbm3-ps"
"4089","Gm12244"
"4090","Cct3-ps1"
"4091","Gm18195"
"4092","Gm12463"
"4093","Gm44024"
"4094","Kng2"
"4095","Gm16298"
"4096","Olfr1464-ps1"
"4097","Gm49995"
"4098","Gm13363"
"4099","Gm1993"
"4100","Vmn2r81"
"4101","Gm13290"
"4102","Slc37a3"
"4103","Gm44419"
"4104","Olfr122"
"4105","Gm8129"
"4106","Olfr1447"
"4107","Hbq1a"
"4108","Gm14554"
"4109","Gm14868"
"4110","9930111J21Rik1"
"4111","1700001F09Rik"
"4112","Gm18471"
"4113","Gm6119"
"4114","Csf2rb"
"4115","Gm7808"
"4116","Tcl1b1"
"4117","Dnmt3a-ps1"
"4118","Gm47636"
"4119","Gm48567"
"4120","Gm12752"
"4121","BC080696"
"4122","Rps12-ps17"
"4123","Rps12-ps18"
"4124","Rps12-ps6"
"4125","Adam25"
"4126","Fam90a1a"
"4127","H2ac10"
"4128","Gm13787"
"4129","Gm13740"
"4130","Gm9035"
"4131","H2-T3"
"4132","4930432E11Rik"
"4133","Gm15399"
"4134","Gm45224"
"4135","Vmn1r43"
"4136","Gm5853"
"4137","Gm21411"
"4138","Gm8369"
"4139","Vmn2r-ps36"
"4140","Rps2-ps13"
"4141","Gm6871"
"4142","Magea9"
"4143","Olfr630"
"4144","Olfr1366"
"4145","Gm6447"
"4146","Gm48634"
"4147","Gm9298"
"4148","Gm47124"
"4149","Gm5497"
"4150","Glrp1"
"4151","Gm8048"
"4152","Gm45657"
"4153","Pin1rt1"
"4154","Olfr293"
"4155","Gm7072"
"4156","Mid1-ps1"
"4157","Gm43840"
"4158","Vmn2r-ps3"
"4159","Gm13213"
"4160","Zfp846"
"4161","Gm8435"
"4162","Gm2157"
"4163","Gm5093"
"4164","Gm8122"
"4165","Gm16574"
"4166","Csnk2a1-ps1"
"4167","Nlrp4f"
"4168","Gm12969"
"4169","Gm14648"
"4170","Gm6216"
"4171","Trp53-ps"
"4172","Oog2"
"4173","Gm6235"
"4174","Gm11334"
"4175","Gm6483"
"4176","Spag6l"
"4177","Olfr1360"
"4178","Gm281"
"4179","Slfn10-ps"
"4180","Steap1"
"4181","Ccnb2-ps"
"4182","Gm11307"
"4183","Gm44973"
"4184","Zfp968-ps"
"4185","Olfr330"
"4186","Gm9320"
"4187","Olfr1028"
"4188","Igkv4-79"
"4189","Gm21103"
"4190","Gm9818"
"4191","Gm18981"
"4192","Olfr704"
"4193","Vmn1r15"
"4194","Gm19065"
"4195","Gm17604"
"4196","Gm3829"
"4197","Smok4a"
"4198","Gm11383"
"4199","Gm48443"
"4200","Rpsa-ps1"
"4201","Rps13-ps7"
"4202","Gm18189"
"4203","Tcea1-ps1"
"4204","Gm32072"
"4205","Gm11263"
"4206","Rpl13-ps3"
"4207","Gm42927"
"4208","Gm18345"
"4209","G6pd2"
"4210","Fut4-ps1"
"4211","Gm12030"
"4212","Gm48120"
"4213","Igkv8-16"
"4214","Gm7584"
"4215","Gm19283"
"4216","Rps12-ps5"
"4217","Vmn1r175"
"4218","Gm20075"
"4219","Get1"
"4220","Aym1"
"4221","Gm9294"
"4222","Gm16218"
"4223","Gm4297"
"4224","Ly6g"
"4225","Rps6-ps3"
"4226","Olfr1097"
"4227","Gm3292"
"4228","Gm45871"
"4229","Rps18-ps3"
"4230","Gm18584"
"4231","Prr23a3"
"4232","Gm12389"
"4233","Ighv11-1"
"4234","Gm6222"
"4235","Fip1l1"
"4236","Thap6"
"4237","Mif-ps8"
"4238","Pira1"
"4239","Gm4479"
"4240","Igbp1"
"4241","Gm7382"
"4242","Gm9553"
"4243","Gm45888"
"4244","Gm14598"
"4245","Olfr633"
"4246","Vmn1r185"
"4247","Gm13866"
"4248","Cd300ld4"
"4249","Cd300ld5"
"4250","Gm50047"
"4251","Gm47029"
"4252","Cycs"
"4253","Cox7c-ps1"
"4254","Gm6599"
"4255","Olfr1351"
"4256","Olfr77"
"4257","Gm7933"
"4258","Gm15968"
"4259","Lypd11"
"4260","Gm15896"
"4261","Gm18068"
"4262","AY358078"
"4263","Rps2-ps11"
"4264","Gm13771"
"4265","Gbp11"
"4266","Klk1"
"4267","Ces1b"
"4268","Gm13034"
"4269","Gm14748"
"4270","Abca16"
"4271","Gm48124"
"4272","Klrb1c"
"4273","Gm19253"
"4274","4930503E14Rik"
"4275","Rpl7a-ps7"
"4276","Mroh3"
"4277","Vmn2r128"
"4278","Abca8a"
"4279","Gm9097"
"4280","Rpl21-ps12"
"4281","Mrpl23"
"4282","Pcdhb19"
"4283","Cadps"
"4284","Olfr948"
"4285","Cyp2b10"
"4286","Gm34653"
"4287","Ube2n-ps1"
"4288","Gm28624"
"4289","Slc22a22"
"4290","Gm44425"
"4291","Gm5910"
"4292","Gm8504"
"4293","Cyp2c66"
"4294","Gm28685"
"4295","Psg-ps1"
"4296","Olfr968"
"4297","Gm2871"
"4298","Gm20657"
"4299","Gm15427"
"4300","Olfr465-ps1"
"4301","Gm6032"
"4302","Rps12-ps12"
"4303","Rps12-ps11"
"4304","Rps12-ps15"
"4305","Rps12-ps14"
"4306","Rps12-ps13"
"4307","Olfr1175"
"4308","Gstt1"
"4309","Gm2367"
"4310","Gm5844"
"4311","Zfp975"
"4312","Gm11298"
"4313","Vmn2r97"
"4314","B930094E09Rik"
"4315","Gm13577"
"4316","Gm9443"
"4317","Gm10059"
"4318","Lgals9"
"4319","Gm16238"
"4320","Irgm2"
"4321","Olfr1030"
"4322","Olfr753-ps1"
"4323","Olfr559"
"4324","Skint5"
"4325","Gm5898"
"4326","B430218F22Rik"
"4327","Gm8702"
"4328","Gm42883"
"4329","Pgr15l"
"4330","Gm1866"
"4331","Gm12350"
"4332","Usp17le-ps"
"4333","Gm43717"
"4334","Cyp4f14"
"4335","Gm9238"
"4336","Fbl-ps2"
"4337","Gm10240"
"4338","Gm13370"
"4339","Olfr150"
"4340","Gm7084"
"4341","Gm6644"
"4342","3830403N18Rik"
"4343","Gm49925"
"4344","Gm3946"
"4345","Gm15544"
"4346","Gm47943"
"4347","Igkv2-109"
"4348","Vmn2r-ps33"
"4349","Olfr1130"
"4350","Naip2"
"4351","Gm11756"
"4352","Zbed4-ps2"
"4353","Gm8938"
"4354","Gm7230"
"4355","Gm18131"
"4356","Gm8992"
"4357","Gm11913"
"4358","Trim34a"
"4359","Gm18595"
"4360","Gm9583"
"4361","Gdf1"
"4362","Gm49950"
"4363","Gm19688"
"4364","Gm8321"
"4365","Sgo2b"
"4366","Gm17808"
"4367","Olfr886-ps1"
"4368","Gm47189"
"4369","Gm2796"
"4370","Gm17900"
"4371","Smarce1-ps1"
"4372","Gm2617"
"4373","Gm13666"
"4374","Gm10224"
"4375","Gm12213"
"4376","Gm47901"
"4377","Olfr38"
"4378","Gm7760"
"4379","Cyp2j13"
"4380","Rab9b-ps1"
"4381","Gm9060"
"4382","Rps18-ps2"
"4383","Gm37225"
"4384","Adam34"
"4385","Vmn1r-ps116"
"4386","Gm34967"
"4387","Mgl2"
"4388","Alms1-ps1"
"4389","Gm48466"
"4390","Gm36189"
"4391","Tmem28"
"4392","Gm12401"
"4393","Gm11392"
"4394","Serpina3h"
"4395","Gm20706"
"4396","Gm46577"
"4397","Gm42805"
"4398","Pramel29"
"4399","Gm2495"
"4400","Gm43853"
"4401","Taf1"
"4402","Gm6760"
"4403","Gm48750"
"4404","Gm42834"
"4405","Gm16184"
"4406","Olfr493"
"4407","Ighv14-1"
"4408","Gm28688"
"4409","Gm8068"
"4410","Mup17"
"4411","Gm14521"
"4412","Gm21854"
"4413","Gm8991"
"4414","Igkv12-98"
"4415","Gm11256"
"4416","Gm37757"
"4417","Igkv2-116"
"4418","Gm49052"
"4419","Gm38030"
"4420","Gm9288"
"4421","Cts7-ps"
"4422","Zfp882"
"4423","Gm18327"
"4424","Lpcat2b"
"4425","Ear-ps10"
"4426","Gm37377"
"4427","Gm18892"
"4428","Gm29977"
"4429","Gm4556"
"4430","Tmco5b"
"4431","Gm12885"
"4432","Obox4-ps9"
"4433","Ighv2-9-1"
"4434","Gm37348"
"4435","Gm49203"
"4436","Lrrc72"
"4437","Lce3f"
"4438","Gm15403"
"4439","Obox4-ps28"
"4440","Gm14494"
"4441","Olfr116"
"4442","Gm12481"
"4443","Gm28453"
"4444","Gm6351"
"4445","Trav9d-1"
"4446","Olfr1136"
"4447","Gm20900"
"4448","Gm14942"
"4449","Gm4982"
"4450","Gm6482"
"4451","Vmn1r101"
"4452","Gm26993"
"4453","Gm6786"
"4454","Pdcd6ip"
"4455","Gm5302"
"4456","Ngp"
"4457","Gucy2d"
"4458","Igkv2-137"
"4459","Gm8501"
"4460","BC049762"
"4461","Gm10566"
"4462","Ramac"
"4463","Gm18815"
"4464","Olfr1187-ps1"
"4465","Gm13379"
"4466","Gm6912"
"4467","Gm13332"
"4468","Gm13967"
"4469","Gm18058"
"4470","Gm10408"
"4471","4930503H13Rik"
"4472","Gm48322"
"4473","H2-Q10"
"4474","Pira13"
"4475","4931429L15Rik"
"4476","Olfr1148"
"4477","Gm13581"
"4478","Gm46995"
"4479","Fbxw24"
"4480","Gm4735"
"4481","Gm13342"
"4482","Gm14564"
"4483","Gm14400"
"4484","Marcksl1-ps5"
"4485","Mnd1-ps"
"4486","Olfr196"
"4487","Gm45194"
"4488","Olfr706"
"4489","Gm16513"
"4490","Olfr952"
"4491","Slco1a5"
"4492","Gm42525"
"4493","Gm47768"
"4494","Gm11127"
"4495","Pcna-ps2"
"4496","Gm48580"
"4497","Gm7356"
"4498","Gm45497"
"4499","Gm14200"
"4500","Gm15780"
"4501","Gm9611"
"4502","Gm13552"
"4503","Psg19"
"4504","Pramel5"
"4505","Prl2c1"
"4506","Rps19-ps9"
"4507","Gm20708"
"4508","Olfr129"
"4509","Gm4780"
"4510","A930017M01Rik"
"4511","Gm18728"
"4512","Gm48930"
"4513","Serpinb6b"
"4514","Gm8486"
"4515","Gm10073"
"4516","Gm43595"
"4517","Gm49117"
"4518","Rps12-ps2"
"4519","Gm9616"
"4520","Gm8705"
"4521","Olfr809"
"4522","Gm7285"
"4523","Gm48953"
"4524","Vmn1r196"
"4525","Gm49536"
"4526","Gm15766"
"4527","Gm9143"
"4528","Gm7926"
"4529","Gm12543"
"4530","4921517D22Rik"
"4531","Rpl34-ps2"
"4532","Prps1"
"4533","Gsdma2"
"4534","Pramel21"
"4535","Zfp952"
"4536","Esp15"
"4537","Fbxw27"
"4538","Gm8307"
"4539","Gm7889"
"4540","Gm21839"
"4541","Vmn1r226"
"4542","Olfr178"
"4543","Gm5278"
"4544","Gm10750"
"4545","Gm7470"
"4546","Gm11540"
"4547","Gm8304"
"4548","Meiob"
"4549","Gm6781"
"4550","Gm47255"
"4551","Gm18795"
"4552","1700031F05Rik"
"4553","Pbld1"
"4554","Rbm12b1"
"4555","Gm15256"
"4556","Gm19131"
"4557","Uba52-ps"
"4558","Csnk2a1"
"4559","Gm13928"
"4560","Tex21"
"4561","Gm15542"
"4562","Ceacam10"
"4563","Gm3005"
"4564","Vmn2r-ps19"
"4565","Olfr1188"
"4566","Gm19566"
"4567","Olfr1029"
"4568","Gm47893"
"4569","Olfr402"
"4570","Rpl17-ps8"
"4571","Gm8319"
"4572","Gm6979"
"4573","Odad1"
"4574","Rps18-ps1"
"4575","Styx"
"4576","Gm9785"
"4577","G430095P16Rik"
"4578","Gm14728"
"4579","Gm5539"
"4580","Olfr927-ps1"
"4581","Gm21399"
"4582","Olfr1261"
"4583","Olfr1086"
"4584","Gm4266"
"4585","Tas2r107"
"4586","Gm46379"
"4587","Olfr1338"
"4588","Gm11370"
"4589","Gm13640"
"4590","Gm8969"
"4591","Eif3s6-ps1"
"4592","Gm18188"
"4593","Ldc1"
"4594","Gm15054"
"4595","Gm14529"
"4596","Gm5553"
"4597","Gm47886"
"4598","Vmn2r-ps92"
"4599","Spaca5"
"4600","Gm2287"
"4601","Gm43945"
"4602","Gm7113"
"4603","Olfr811"
"4604","Gm15770"
"4605","C2cd4a"
"4606","Cyp2j8"
"4607","Rpl19-ps11"
"4608","Olfr951"
"4609","Ccr1l1"
"4610","Vmn2r41"
"4611","Gm49158"
"4612","Gm42957"
"4613","Gm12934"
"4614","Gm48988"
"4615","Gm9575"
"4616","Gm8614"
"4617","Gm6855"
"4618","Gm17922"
"4619","Pcdhb18"
"4620","Gm20760"
"4621","Timm10b"
"4622","Olfr1495"
"4623","Zfp125"
"4624","Gm12005"
"4625","Olfr634-ps1"
"4626","Gm45273"
"4627","1810024B03Rik"
"4628","Nudt10"
"4629","Scgb2b26"
"4630","Rps15a"
"4631","Gm6465"
"4632","Gm17798"
"4633","Klk1b15-ps"
"4634","Gm7295"
"4635","Ccdc110"
"4636","Zfp985"
"4637","Olfr334-ps1"
"4638","Gm13234"
"4639","Gvin-ps1"
"4640","H2-Pb"
"4641","Gm8399"
"4642","Kap"
"4643","Oaz2-ps"
"4644","Zscan4-ps2"
"4645","Gm6714"
"4646","Gm48394"
"4647","Apol7a"
"4648","Vmn1r225"
"4649","Gm2423"
"4650","Aadacl4fm4"
"4651","Gm15953"
"4652","Gm12175"
"4653","Rbmx2-ps"
"4654","Olfr436-ps1"
"4655","Gm18256"
"4656","Olfr1010"
"4657","Impdh2-ps"
"4658","BC021767"
"4659","Wfdc15b"
"4660","Gm27160"
"4661","Olfr1048"
"4662","Gm4526"
"4663","Vmn2r73"
"4664","Gm10268"
"4665","Tcp10c"
"4666","Btf3l4"
"4667","Gm17895"
"4668","Gm8900"
"4669","Gm13117"
"4670","Vmn1r214"
"4671","Olfr443-ps1"
"4672","Gm17383"
"4673","Magea6"
"4674","Gpr31c"
"4675","Gm48909"
"4676","Gm13761"
"4677","Olfr1004-ps1"
"4678","Gm6902"
"4679","Gm6368"
"4680","Gm15974"
"4681","Fbxw18"
"4682","Gm6888"
"4683","Gm4870"
"4684","Rps2-ps10"
"4685","Gm20541"
"4686","Gm11848"
"4687","Gm14722"
"4688","Gm46453"
"4689","Rpl35-ps1"
"4690","Gm5213"
"4691","Gm10767"
"4692","Pgk1-ps3"
"4693","Gm43975"
"4694","Gm49862"
"4695","Gm5350"
"4696","Gm7587"
"4697","Rpl23a-ps2"
"4698","Olfr782"
"4699","Gm12216"
"4700","Gm5740"
"4701","Gm12117"
"4702","Gm42999"
"4703","Olfr1491"
"4704","Gm19683"
"4705","H2-M9"
"4706","Gm45118"
"4707","Ceacam5"
"4708","Gm18560"
"4709","Cyp4a28-ps"
"4710","Sprr2i"
"4711","5430403G16Rik"
"4712","Olfr292"
"4713","Gm15173"
"4714","Gm18643"
"4715","Gm18082"
"4716","Gm7780"
"4717","Gm5548"
"4718","Olfr175"
"4719","Gm12716"
"4720","Gm7622"
"4721","Gm7604"
"4722","Rpl10a-ps3"
"4723","Eif1ad8"
"4724","Ccl4"
"4725","Gm5881"
"4726","Gm3435"
"4727","Defa39"
"4728","Gm18212"
"4729","Gm2128"
"4730","Rps13-ps1"
"4731","Ighg2b"
"4732","Gm6374"
"4733","Lgals1-ps1"
"4734","Gm15084"
"4735","Gm8138"
"4736","Gm3213"
"4737","Acaa1a"
"4738","Eif1-ps3"
"4739","Nat8f1"
"4740","Aox3"
"4741","Olfr868"
"4742","Olfr1412"
"4743","Ces1a"
"4744","Btbd35f2"
"4745","Gm26931"
"4746","Nanog-ps2"
"4747","Gm9361"
"4748","Gm12168"
"4749","Gm19119"
"4750","Gm10553"
"4751","Pate13"
"4752","Gm29201"
"4753","Cyp2b26-ps"
"4754","Gm8238"
"4755","Gm6286"
"4756","Cbfa2t2-ps1"
"4757","Olfr168"
"4758","Golga2"
"4759","Gm10163"
"4760","Gm8164"
"4761","Gm26729"
"4762","Mup20"
"4763","Gm14393"
"4764","Gm6071"
"4765","Ighv9-3"
"4766","Gm26927"
"4767","Btf3-ps17"
"4768","Gm7631"
"4769","Gm42689"
"4770","Gm7642"
"4771","Gm10645"
"4772","Cldn34c2"
"4773","Gm12176"
"4774","Zp3"
"4775","Gm15732"
"4776","Vmn1r22"
"4777","Gm12419"
"4778","Gm8107"
"4779","Gm11403"
"4780","Rpl31-ps5"
"4781","Gm21909"
"4782","Vmn1r143"
"4783","Gm29627"
"4784","Gm17771"
"4785","Gm44262"
"4786","Gm18587"
"4787","Gm7466"
"4788","Olfr301"
"4789","Gm15305"
"4790","Rpl36al"
"4791","H2-Aa"
"4792","BC048679"
"4793","Gm18526"
"4794","Gm7694"
"4795","Zfp-ps"
"4796","Gm5047"
"4797","Olfr22-ps1"
"4798","Gm6189"
"4799","Gm3745"
"4800","Gm7663"
"4801","Gm11895"
"4802","Nanog"
"4803","Gm9727"
"4804","Gm13283"
"4805","Gm19116"
"4806","Fbxl21"
"4807","Olfr12"
"4808","Tex24"
"4809","Gm14653"
"4810","Obox4-ps30"
"4811","Gm5426"
"4812","Gm6474"
"4813","Gm7523"
"4814","2610001J05Rik"
"4815","Gstm3"
"4816","Gm14082"
"4817","Mfsd4b4"
"4818","Gm15519"
"4819","Gm42694"
"4820","Gm48087"
"4821","Sec61b"
"4822","Olfr1401-ps1"
"4823","Gm18881"
"4824","Selenbp2"
"4825","Gm2431"
"4826","Rpl5-ps1"
"4827","Gm15155"
"4828","Gm10131"
"4829","Gm7909"
"4830","Rpl30-ps10"
"4831","Gpx5"
"4832","Gm48528"
"4833","Igkv4-62"
"4834","3110021N24Rik"
"4835","Gm37688"
"4836","Pramel41"
"4837","Gm15596"
"4838","Albfm1"
"4839","Gm43310"
"4840","Gm6522"
"4841","Gm14163"
"4842","Olfr726"
"4843","Olfr225"
"4844","Gm12011"
"4845","Gm47135"
"4846","Gm6869"
"4847","Gm45252"
"4848","Gm9645"
"4849","Rpl31-ps10"
"4850","Teddm1b"
"4851","Rps2-ps9"
"4852","Olfr535"
"4853","Gm19246"
"4854","BC048507"
"4855","Mia3"
"4856","Olfr518"
"4857","Gm6543"
"4858","Gm15661"
"4859","Trav13d-1"
"4860","Gm8094"
"4861","Olfr1213"
"4862","Gm14398"
"4863","Vmn2r14"
"4864","Gm9378"
"4865","Senp2"
"4866","Gm12857"
"4867","Olfr1221"
