genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hpcal1,14.64594718,1.674986142,1.140848636,1.468193142,0.142051767,NA
Zfp446,98.94141267,-1.196505207,0.815248898,-1.467656331,0.142197598,0.667665073
H2ac19,397.2409564,1.226147445,0.835604082,1.467378477,0.142273126,0.667665073
Cd2bp2,138.1354466,1.189029509,0.810352503,1.467299113,0.142294705,0.667665073
Usp10,237.3113895,1.126734357,0.768105627,1.466900277,0.142403185,0.667725525
Gm16129,4.808123768,-2.202618161,1.501760349,-1.466690849,0.142460173,NA
Stoml1,69.57654125,1.880435141,1.28216148,1.466613348,0.142481267,0.667725525
Zfp623,13.37615205,-1.682476037,1.147243188,-1.466538267,0.142501704,NA
Dcaf11,5441.643764,0.909114246,0.619917714,1.466507934,0.142509961,0.667725525
Plscr4,90.4764824,-1.58606325,1.081573508,-1.46644055,0.142528306,0.667725525
Gm3912,4.892684118,-2.891639119,1.973172801,-1.465476879,0.142790856,NA
Mrps7,211.1626295,1.184884099,0.808596247,1.465359384,0.142822893,0.668846681
Rimklb,66.28229618,1.621247508,1.106603042,1.465066918,0.142902661,0.668868622
Vps33a,119.1554334,1.118611555,0.763590248,1.464936931,0.142938126,0.668868622
Gng12,61.41556503,-1.424904692,0.973007261,-1.46443377,0.143075467,0.668949383
Cc2d1b,344.4949695,1.077386751,0.735907741,1.464024213,0.143187333,0.668949383
Gtf2ird2,52.09877875,1.355114451,0.925629175,1.463992804,0.143195915,0.668949383
Naa15,34.17254205,-0.943533857,0.644539111,-1.463889219,0.143224219,0.668949383
Mfge8,1777.483925,1.016846084,0.694632699,1.463861529,0.143231787,0.668949383
Gprc5c,644.1308394,0.758944222,0.518630814,1.463361221,0.143368564,0.669149683
Csn3,64.86304859,-0.775854509,0.530208728,-1.463300145,0.143385268,0.669149683
Kansl2,89.35842093,-1.239667436,0.847515146,-1.462708298,0.143547215,0.669501482
Myh14,413.4964099,1.401965863,0.958651309,1.462435664,0.143621862,0.669501482
Pcif1,119.7449278,1.282887568,0.877237113,1.462418256,0.14362663,0.669501482
Gm6746,11.68715236,-3.823693293,2.614725356,-1.462368996,0.143640121,NA
Clic6,12.61320791,1.98018674,1.354385235,1.462055765,0.143725929,NA
Mif4gd,104.093419,-2.2074948,1.510739762,-1.461201231,0.143960225,0.670725674
Olfr1273-ps,31.19572845,2.592998787,1.774991391,1.460851472,0.144056207,0.670725674
Sstr1,34.92872568,-2.464708292,1.687295048,-1.460745289,0.144085355,0.670725674
Lrp8,4.963767903,-2.824348351,1.933498795,-1.460744821,0.144085484,NA
Mfsd6l,41.6783104,1.717425541,1.175901727,1.460517917,0.144147787,0.670725674
Slc2a12,36.63656571,1.37637497,0.942431989,1.460450183,0.144166389,0.670725674
Oprk1,57.54467213,-1.92167247,1.316014039,-1.460221861,0.144229109,0.670759588
Tnfrsf21,4.812549043,-2.161522996,1.480975687,-1.459526321,0.144420302,NA
Gm17834,18.5784584,-1.279478402,0.876764007,-1.459319031,0.14447732,0.671655799
Gtf3c5,79.88636532,-1.619834626,1.110316298,-1.458894757,0.144594077,0.671940446
Cops4,190.5698348,1.090126532,0.74743455,1.458490955,0.144705266,0.672081216
Olfr825,97.02715184,-0.922944457,0.632855345,-1.45838139,0.144735447,0.672081216
Retreg1,74.08196234,1.280765354,0.878546719,1.457822705,0.144889418,0.672538108
Slc37a1,7.124773904,-2.197997237,1.507759441,-1.457790399,0.144898325,NA
Txndc17,184.2738308,1.351081804,0.927436989,1.45679094,0.145174098,0.673465681
Mapk8,106.552319,-1.110336309,0.762229719,-1.456695115,0.145200559,0.673465681
Ccdc159,23.96962698,-1.314756308,0.902715572,-1.456445806,0.145269421,0.67352692
Olfr1200,55.84378317,-0.928416702,0.637565253,-1.456190871,0.145339862,0.673527915
Pitpnm2,15.40303953,2.236421051,1.536280349,1.455737589,0.145465175,0.673527915
Ppp6c,59.90262786,-1.386571061,0.952526302,-1.455677453,0.145481806,0.673527915
Fastkd5,35.39566351,-2.261251735,1.553442014,-1.455639615,0.145492271,0.673527915
Prrx1,141.5647699,1.485741984,1.020974043,1.455220134,0.145608329,0.673807413
Cks1brt,7.701283387,2.971139775,2.042082297,1.454955943,0.145681459,NA
Ndufa8,25.62674654,2.603244464,1.789602071,1.454649894,0.145766211,0.674280166
Syp,4.404132649,2.397601754,1.648438555,1.45446838,0.145816494,NA
Aebp1,1669.457489,0.893655871,0.614555553,1.45414986,0.145904763,0.674408683
Trim46,51.36983461,0.868479288,0.597242972,1.454147356,0.145905457,0.674408683
Loxl2,82.17607962,-0.857668807,0.589925089,-1.453860538,0.145984975,0.67451859
Dek,24.02110255,1.089168596,0.749295652,1.453589906,0.146060037,0.674607828
Zeb1,14.15139018,-1.839197423,1.265603556,-1.453217648,0.146163334,NA
Tcta,100.5379227,2.056109168,1.41508079,1.452997725,0.146224386,0.67510923
Sirpb1b,65.87871711,-1.824210952,1.255872486,-1.452544722,0.146350203,0.675432423
Gm7413,15.59496439,2.194381446,1.510974084,1.452295886,0.146419351,0.675493925
Abcd1,43.2045056,1.492045759,1.027751186,1.45175776,0.146568973,0.675728565
Snapc2,39.21398041,2.415003947,1.663804409,1.4514951,0.146642046,0.675728565
Plppr1,20.19906515,-1.714255949,1.181352354,-1.451096232,0.146753066,0.675728565
Stx3,117.6514594,0.810612619,0.55870309,1.450882647,0.146812541,0.675728565
Tmem199,17.42187769,1.513528938,1.04318999,1.450866048,0.146817164,0.675728565
Dot1l,94.55384832,-1.350056552,0.930640743,-1.450674238,0.146870592,0.675728565
Rps18-ps5,13.85428493,2.2580243,1.556570847,1.450640236,0.146880065,NA
Onecut3,22.62873823,-1.410046504,0.972022586,-1.450631419,0.146882522,0.675728565
Rheb,53.45936986,-0.933427178,0.643688495,-1.450122513,0.147024358,0.675728565
Rhov,315.3070324,0.908486522,0.626563076,1.449952218,0.147071844,0.675728565
Ccdc28b,66.50554318,1.815839868,1.252547179,1.449717742,0.147137246,0.675728565
Col16a1,31.95674072,2.29959499,1.586899168,1.449112229,0.147306243,0.675728565
9430025C20Rik,30.19663959,-1.00295641,0.692134464,-1.449077401,0.147315968,0.675728565
Ecpas,52.22120162,1.133557555,0.782270517,1.449060817,0.147320599,0.675728565
D630003M21Rik,140.3444388,-1.64164771,1.13298886,-1.448953091,0.147350683,0.675728565
Nhsl2,133.3910917,-0.951923849,0.65706894,-1.448742729,0.147409443,0.675728565
Zfp266,311.6681046,-1.7333363,1.196465671,-1.448713776,0.147417532,0.675728565
Sar1a,161.8386562,1.804616017,1.24567381,1.448706718,0.147419503,0.675728565
Zfp653,62.39352427,1.351503299,0.933179559,1.448277864,0.147539356,0.675874652
Glb1l3,7.855455815,-2.715916921,1.875397247,-1.448182205,0.1475661,NA
Aifm1,20.99559966,-1.862567537,1.286188042,-1.448130037,0.147580687,0.675874652
Tln1,38.83127203,1.374223949,0.9490541,1.44799327,0.147618933,0.675874652
Slc49a4,15.03331695,1.612187814,1.113554421,1.447785383,0.147677082,NA
Olfr566,2.596776746,-2.821949864,1.949212838,-1.447738189,0.147690285,NA
Slc12a3,48.89256977,-1.439086822,0.994027066,-1.447734042,0.147691445,0.675950901
Isg20,123.714218,1.455896896,1.005881671,1.447383861,0.147789443,0.67598302
Gm14324,183.9443734,-0.769360662,0.53157982,-1.44730976,0.147810187,0.67598302
Gm35549,11.25895603,-4.021702567,2.779550575,-1.446889509,0.147927872,NA
Olfr1196,11.35371213,-1.834994324,1.26826816,-1.446850423,0.147938821,NA
Wasl,43.75196133,1.268326288,0.876785904,1.446563275,0.148019278,0.676450527
Zfp873,22.56363058,-1.311921168,0.907054429,-1.446353301,0.148078133,0.676450527
Cd74,40.84307116,1.627246794,1.12516466,1.446229918,0.148112725,0.676450527
Gm4332,588.0832188,1.065694636,0.736920061,1.446146865,0.148136013,0.676450527
Gm5127,7.267112104,-3.44871189,2.385022888,-1.445986916,0.148180872,NA
Nusap1,10.39091076,-1.290764637,0.892814171,-1.445725974,0.148254076,NA
Itga1,102.9110174,-0.891100097,0.616457714,-1.445516986,0.148312725,0.676704635
Exosc9,24.06988021,-1.966844896,1.360747989,-1.445414516,0.148341488,0.676704635
Prpsap1,965.3224347,1.358577765,0.939964145,1.445350626,0.148359424,0.676704635
Gm1110,57.13270399,-1.568188891,1.085143178,-1.44514468,0.148417251,0.676713322
Cst3,1179.177836,1.227159606,0.849548555,1.444484366,0.148602774,0.67715938
L3mbtl4,49.78209568,-1.139942366,0.78921614,-1.444398193,0.148626999,0.67715938
Snapc1,7.760944147,1.86801169,1.293329057,1.444343711,0.148642316,NA
Psmb5,295.8678686,1.183655846,0.819660295,1.444080984,0.148716196,0.677310761
Tpd52,326.6722799,1.331499769,0.922175458,1.443868146,0.148776069,0.67732852
Olfr732,13.25801674,-2.554831933,1.76944746,-1.4438586,0.148778754,NA
Olfr780,6.889681773,-1.405544739,0.973472103,-1.443846963,0.148782028,NA
Taco1,12.29285363,1.956377492,1.355154071,1.443656875,0.148835518,NA
3110070M22Rik,9.399611938,2.579812007,1.787198417,1.443495016,0.148881076,NA
Gm4468,5.096720467,3.461965424,2.398930946,1.443128419,0.148984299,NA
Ubtd1,46.09766559,1.749189893,1.212219964,1.442964103,0.149030584,0.677867401
Apobec1,80.44341578,1.291624191,0.895192191,1.442845686,0.149063946,0.677867401
H6pd,142.5655007,1.734328691,1.202178121,1.442655344,0.149117585,0.677867401
Dazap1,267.7022036,0.817806353,0.567044026,1.442227262,0.149238272,0.677867401
Pick1,247.7167661,-1.00988459,0.700388036,-1.441892976,0.149332568,0.677867401
Olfr716,25.85482863,-1.094550276,0.759191206,-1.441732026,0.149377985,0.677867401
Piezo2,57.10848232,-1.540845419,1.068760643,-1.441712351,0.149383538,0.677867401
9530050K03Rik,63.44447969,-1.566483365,1.086842779,-1.44131552,0.149495565,0.677867401
Gm12331,8.088892509,-3.022934314,2.098084917,-1.440806466,0.149639366,NA
Sh3glb2,1771.32457,0.939171947,0.651881187,1.440710309,0.149666541,0.677867401
Arhgap4,7.978888388,2.149478388,1.491976594,1.440691762,0.149671783,NA
Gm14566,15.26944994,2.140832223,1.486034682,1.440634091,0.149688084,0.677867401
Ivns1abp,152.870228,1.191689567,0.827236584,1.44056681,0.149707103,0.677867401
Ttc23,66.41476627,1.006121672,0.69844093,1.440525072,0.149718902,0.677867401
Lurap1l,23.79592756,-2.053271214,1.425406697,-1.440480965,0.149731372,0.677867401
Inha,160.10863,-1.053057687,0.731262114,-1.440055033,0.14985183,0.677867401
Strip1,73.85872111,2.402440656,1.6685738,1.43981684,0.149919226,0.677867401
Thbs3,18.99343327,2.03872501,1.416015075,1.439762222,0.149934683,0.677867401
Acp5,41.5199926,-1.729840385,1.201858569,-1.439304448,0.150064283,0.677867401
Meis3,3.653194393,-2.670919482,1.855821941,-1.43921107,0.15009073,NA
Chmp5,8.097981514,3.107126438,2.159022347,1.43913584,0.150112039,NA
Mxd4,2008.928703,0.877025637,0.609538061,1.438836543,0.15019684,0.677867401
Rras,16.93532346,2.680160396,1.862830738,1.438756803,0.150219439,0.677867401
Ypel4,42.99280953,-1.862951405,1.294947549,-1.438630782,0.15025516,0.677867401
Tob1,7.676165394,-2.026537334,1.408668654,-1.438618889,0.150258532,NA
Homez,11.85243447,-1.825806443,1.269328004,-1.438403972,0.150319466,NA
Rab25,72.15549439,2.291345594,1.593102494,1.438291386,0.150351395,0.677867401
Mug1,37.65481466,-1.320651887,0.918241262,-1.438240626,0.150365792,0.677867401
F2,10.16772317,-2.84466422,1.977987256,-1.438161046,0.150388365,NA
Tshb,127.9247051,-1.413324833,0.982736958,-1.438151706,0.150391015,0.677867401
Bod1l,30.45777266,0.961808857,0.668782852,1.438148202,0.150392008,0.677867401
Fam169a,34.90599654,2.155784263,1.49901318,1.43813563,0.150395575,0.677867401
Col19a1,85.5391314,-1.317913862,0.916487774,-1.438004847,0.150432679,0.677867401
Rttn,6.249744813,-2.418105309,1.681576227,-1.437999224,0.150434274,NA
Gm47495,165.9821976,-0.958152202,0.666466795,-1.437659325,0.150530739,0.677867401
Acvr2b,576.0588448,0.843436184,0.586703031,1.437586205,0.150551497,0.677867401
Gm13130,12.01907719,3.268467925,2.273943668,1.437356594,0.150616696,NA
1520401A03Rik,89.47345997,1.467912836,1.021265497,1.437346939,0.150619438,0.677867401
Ift74,40.61794774,1.644862352,1.144378769,1.437340849,0.150621167,0.677867401
Ccdc174,153.8481916,1.164939888,0.810588813,1.437152683,0.150674614,0.677867401
Dcp2,70.17048228,1.299702041,0.904386475,1.437109108,0.150686994,0.677867401
Sec11c,143.4752279,2.404068986,1.673408416,1.436630152,0.150823111,0.678203334
Etnppl,179.7164608,1.126383628,0.784142884,1.436452018,0.150873761,0.678203334
Ccdc86,286.2489815,-0.657816979,0.458215833,-1.435605082,0.151114748,0.679034372
Gm15946,90.98435212,-1.850357494,1.289360797,-1.435096753,0.151259529,0.679432649
Numa1,148.4764316,1.64391383,1.145936689,1.434559034,0.151412795,0.679467247
Ttk,21.86361994,-1.950226841,1.359503608,-1.434513914,0.151425661,0.679467247
Chd4,293.1160436,0.925966321,0.645507158,1.434478781,0.15143568,0.679467247
Vmn2r16,2.470181959,-2.554239745,1.781146124,-1.434042783,0.151560054,NA
Cep97,248.7431203,0.77340774,0.539336623,1.433998188,0.15157278,0.679778978
Abhd5,317.1987626,-0.621730524,0.433692423,-1.433574791,0.151693642,0.679778978
Adam23,65.25562325,-1.471245408,1.026332038,-1.433498471,0.151715436,0.679778978
Vti1a,32.06334136,1.92327579,1.341713012,1.433447967,0.151729859,0.679778978
Zbtb7c,9.301572043,1.692716867,1.180891047,1.433423406,0.151736873,NA
Myo15b,435.2852904,1.050893431,0.733262772,1.433174397,0.151808005,0.679877374
Egflam,42.20419535,1.415835684,0.988038528,1.432976189,0.151864642,0.679879406
Gm10642,6.00059881,2.723370474,1.900762627,1.432777789,0.151921351,NA
Podxl,97.84519086,-1.876123974,1.309441854,-1.432766158,0.151924676,0.679896635
Top3a,10.94294325,2.51933311,1.758940776,1.432301271,0.152057619,NA
Gm18024,4.861270775,-2.498417144,1.744842549,-1.431886874,0.152176199,NA
Nup43,3.186798004,3.408342551,2.380437854,1.431813288,0.152197263,NA
Cstf1,26.98399207,1.829160195,1.277580838,1.431737343,0.152219005,0.680750701
Gm9006,34.30747063,-1.121353497,0.783282508,-1.43160799,0.152256042,0.680750701
Gpm6b,36.92702579,1.706417194,1.192040542,1.43150936,0.152284286,0.680750701
Btbd17,382.2783053,0.789107276,0.55135422,1.431216535,0.152368166,0.68075098
1700020L13Rik,23.5499587,1.922248179,1.343264237,1.431027587,0.152422309,0.68075098
Spata21,33.64699945,1.819721,1.271733608,1.43089794,0.152459468,0.68075098
Muc16,12.06688097,2.611086049,1.82501675,1.43071895,0.15251078,NA
Rsph1,859.0704562,1.057879212,0.739437777,1.430653458,0.152529558,0.68075098
Clip4,98.66453566,-1.268396601,0.886921827,-1.430110932,0.152685183,0.68075098
Akip1,29.91426038,1.506313195,1.053437869,1.429902266,0.152745072,0.68075098
Xndc1,183.0057555,1.169758617,0.818130576,1.429794524,0.152776001,0.68075098
Bhlhb9,9.317688981,2.645106572,1.850199563,1.429633119,0.152822345,NA
Cep135,148.5326957,-1.296445776,0.907059187,-1.429284653,0.152922435,0.68075098
Gm2869,22.29803639,-2.848529589,1.993246305,-1.429090615,0.152978191,0.68075098
Olfr642,45.50043011,-0.975553524,0.682646129,-1.429076475,0.152982254,0.68075098
Myzap,51.89987196,-1.131504681,0.791810893,-1.429008733,0.153001723,0.68075098
Fam81b,9.931340192,2.095360859,1.466354246,1.42895952,0.153015869,NA
Emx2,6.645245405,-2.297305943,1.607694459,-1.428944368,0.153020224,NA
Sis,22.73290126,2.013631539,1.40925086,1.428866638,0.153042568,0.68075098
Tpi1,4694.268495,1.161868121,0.813155843,1.428838188,0.153050747,0.68075098
Ppp1r16a,274.1094892,1.382177298,0.967456781,1.428670845,0.153098861,0.68075098
Gm16505,74.94754141,0.716929014,0.501851206,1.428568876,0.153128185,0.68075098
Satb1,111.175886,-1.292189233,0.904748234,-1.428230731,0.153225458,0.68093326
Milr1,7.409494425,-2.483120134,1.738746756,-1.42810914,0.153260447,NA
Sinhcaf,203.7267005,-0.71340863,0.49962939,-1.42787563,0.153327659,0.6811373
Gnb3,12.40212852,-2.146329535,1.503186745,-1.427852888,0.153334206,NA
Gm5053,11.72397812,-2.855725057,2.000359699,-1.427605774,0.153405361,NA
Slc6a18,24.91449095,-1.039386851,0.728142613,-1.427449558,0.153450355,0.6814322
Gm2115,7.565033745,-1.7256262,1.209135565,-1.427156929,0.153534666,NA
Sppl2b,125.2514543,1.653215293,1.158411939,1.427139377,0.153539724,0.681532603
Pidd1,33.88648982,1.93826076,1.358400632,1.426869743,0.153617444,0.681532603
Ppp1cb,103.5629888,-1.04904518,0.735251146,-1.426784829,0.153641925,0.681532603
Gm4791,28.7152768,-0.92679089,0.649738383,-1.426406249,0.153751111,0.681620477
Cdh4,41.10787734,-1.395152374,0.978144412,-1.426325557,0.153774391,0.681620477
Mrpl54,233.5308107,1.411785779,0.990298623,1.425616219,0.153979152,0.681674203
Csrnp3,27.01592202,-1.032428683,0.724342947,-1.425331312,0.154061453,0.681674203
Zap70,44.63086457,1.805306214,1.266950991,1.424921901,0.154179778,0.681674203
Scd4,30.30384794,-1.271792461,0.892646866,-1.424743097,0.154231476,0.681674203
Clec1b,42.77953162,1.510526498,1.060224803,1.424722845,0.154237333,0.681674203
Cuedc1,211.6320287,1.080964939,0.758721018,1.424719907,0.154238182,0.681674203
Lamb2,766.4849336,1.172796272,0.82323601,1.424617312,0.154267853,0.681674203
Pip5k1a,108.0820428,1.177696195,0.826722198,1.4245368,0.15429114,0.681674203
Vmn1r224,301.8270569,-0.9656721,0.677888862,-1.424528642,0.1542935,0.681674203
Gria2,163.3306636,-1.021423183,0.7173228,-1.423937987,0.154464424,0.682180292
6720489N17Rik,24.95595424,-1.715789539,1.205479164,-1.423325753,0.154641745,0.682677235
Vars,228.9976708,0.761099977,0.534795787,1.423160008,0.154689776,0.682677235
Acap3,12.74064278,-2.218166481,1.558749697,-1.423042124,0.154723944,NA
Zfhx4,30.81999018,1.235789281,0.868607396,1.422724797,0.154815949,0.682984981
Slc17a5,28.06956044,-0.908079905,0.638522502,-1.422158032,0.154980379,0.683406028
Enho,851.4590077,0.969431776,0.681741416,1.421993373,0.155028175,0.683406028
Nudcd1,1130.788165,-0.735805948,0.517543092,-1.421728855,0.15510498,0.683406028
S1pr2,87.28919352,0.860727049,0.605456099,1.421617605,0.155137291,0.683406028
Cacnb3,219.4762576,1.252084476,0.881097874,1.421050389,0.155302111,0.683850465
Ap1b1,100.6249119,1.312537447,0.923880674,1.42067854,0.155410234,0.683850465
Mrpl35,441.1771691,-0.696122172,0.490025606,-1.420583258,0.155437948,0.683850465
Klhdc4,310.7355669,1.080243153,0.760470635,1.420492919,0.155464229,0.683850465
Gm5157,21.04950675,-2.542122419,1.789944231,-1.420224371,0.155542371,0.683945577
Gm39566,12.58174797,-2.042369866,1.438391172,-1.419898777,0.155637152,NA
Gm21034,8.506865275,-3.409869526,2.403146021,-1.41891899,0.155922635,NA
Rundc1,11.8699532,2.43668267,1.717594796,1.418659789,0.155998226,NA
Ehf,46.36858886,1.122322972,0.791168745,1.418563333,0.156026362,0.685753567
Reep2,272.7086545,1.159994047,0.817953831,1.418165676,0.156142401,0.685753567
Gm48943,2.719955034,-2.805569132,1.979109411,-1.417591729,0.156309996,NA
Slc46a3,29.53262208,-2.579576389,1.819767769,-1.41753054,0.156327872,0.685753567
Mafg,80.45002629,1.226980269,0.865578329,1.417526558,0.156329035,0.685753567
Xylt1,44.26975563,-1.346740881,0.950137626,-1.41741664,0.156361151,0.685753567
Hypk,61.12482895,0.975867254,0.688552428,1.41727371,0.156402919,0.685753567
Cep131,146.019148,1.983339088,1.399501277,1.417175619,0.156431588,0.685753567
Pelp1,155.1881356,1.316276219,0.928874037,1.417066433,0.156463505,0.685753567
Fndc4,115.8338019,1.904820248,1.344242651,1.417021136,0.156476748,0.685753567
Gm49963,3.028239591,3.024064741,2.134397968,1.416823285,0.1565346,NA
Pebp4,11.25753732,-2.034679978,1.436122954,-1.416786754,0.156545284,NA
Dhh,101.1994249,1.648906642,1.16408282,1.416485678,0.156633355,0.685753567
Ift57,11.05237902,2.542758244,1.795142277,1.416466136,0.156639072,NA
Fdxr,143.6687811,0.95213384,0.672239511,1.416361021,0.15666983,0.685753567
Zfp992,31.80950182,-1.533290662,1.082611759,-1.416288572,0.156691032,0.685753567
Marchf10,8.882134869,1.858115536,1.312179816,1.41605252,0.156760128,NA
Osbpl10,55.24782155,1.588815115,1.122006845,1.416047612,0.156761565,0.685753567
Trmt1l,769.0423635,-0.726047466,0.512735697,-1.416026759,0.15676767,0.685753567
