genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Agmat,0.901356686,-0.122747724,3.01643269,-0.04069301,0.967540635,NA
Kcnt2,2.399639364,-0.070930617,1.747288098,-0.040594689,0.967619018,NA
Slc6a1,60.93724617,0.045447504,1.122038342,0.040504413,0.967690989,0.994097658
Glyat,3.217466489,-0.055456413,1.369587917,-0.040491313,0.967701433,NA
Psmd14,10.79707679,0.051524448,1.273170997,0.040469385,0.967718914,NA
P2ry1,1.661695315,0.123307616,3.047589495,0.040460704,0.967725835,NA
Spag16,6.781877546,0.039834381,0.984997653,0.040441092,0.96774147,NA
Tmsb15b2,1.684282568,-0.122923831,3.041458932,-0.040416074,0.967761415,NA
Igfn1,3.029355139,0.072009257,1.782148116,0.040405877,0.967769545,NA
Kdm5c,209.9642714,0.038069707,0.945703214,0.040255448,0.967889472,0.994097658
Adamts14,1.341698034,0.122007391,3.039102173,0.040145867,0.967976835,NA
Kantr,21.06732174,0.036082036,0.898962839,0.040137405,0.967983581,0.994097658
Rsad2,80.97389216,0.028789381,0.717943686,0.040099776,0.968013581,0.994097658
Gm14884,0.542426481,-0.122095587,3.053846907,-0.039980913,0.968108343,NA
Cdr2l,124.5021826,0.05180433,1.298391947,0.039898838,0.968173777,0.994097658
Smarca5-ps,1.32533583,0.12171173,3.053656775,0.039857698,0.968206576,NA
Sprr2d,15.03721178,-0.120986607,3.040793275,-0.039787844,0.968262268,NA
Ankrd61,8.61637002,-0.117486151,2.955712202,-0.039748847,0.968293358,NA
Acad12,616.609297,-0.018983796,0.477626408,-0.039746119,0.968295533,0.994097658
Inka2,6.961781352,0.055517951,1.397705951,0.039720766,0.968315746,NA
Rbmx,34.70436269,0.035128525,0.885094006,0.039689033,0.968341045,0.994097658
Gpr33,2.228093758,-0.120432463,3.043352599,-0.0395723,0.968434111,NA
Gm13127,6.707090954,0.121473278,3.074597883,0.039508671,0.96848484,NA
Hdac4,746.249734,0.017313327,0.438480117,0.039484862,0.968503822,0.994097658
Iqcc,36.94135123,0.024438241,0.619696413,0.039435828,0.968542915,0.994097658
Rps15a-ps1,7.871627846,-0.108643865,2.755540504,-0.039427424,0.968549615,NA
Idnk,74.86019194,-0.028712974,0.728589833,-0.039408968,0.96856433,0.994097658
Fundc1,46.64922655,-0.078637189,1.996130423,-0.039394815,0.968575614,0.994097658
Gm18944,42.31758513,0.086974929,2.207800338,0.039394381,0.968575959,0.994097658
Gm29228,8.980955634,-0.072914977,1.851736486,-0.03937654,0.968590183,NA
P2rx5,4.373258062,-0.119754756,3.046330088,-0.039311156,0.968642313,NA
Gm15783,3.909426211,0.110742412,2.817678147,0.039302719,0.968649039,NA
Serac1,0.907427077,-0.120209295,3.060247537,-0.039280906,0.96866643,NA
Kpna1,43.8987572,0.035537788,0.905497637,0.039246693,0.968693706,0.994097658
Grm7,1.13020395,-0.120460347,3.069699642,-0.039241737,0.968697658,NA
Zfp871,73.24650328,-0.039278551,1.001052227,-0.039237265,0.968701224,0.994097658
Glipr1l1,0.603932462,0.120596795,3.074075615,0.039230263,0.968706806,NA
Ifitm2,81.84447872,0.040891113,1.04525055,0.039120872,0.96879402,0.994097658
Slco2a1,287.9116304,-0.017974261,0.459572318,-0.039110844,0.968802015,0.994097658
Vmn2r100,62.26818758,-0.027574682,0.705187949,-0.0391026,0.968808588,0.994097658
Zmym5,545.9956452,-0.019086324,0.488430648,-0.039076835,0.96882913,0.994097658
Tmem223,130.8199077,0.043096428,1.104773948,0.039009272,0.968882996,0.994097658
Mrpl33,135.1947256,0.017799544,0.456879206,0.038958971,0.9689231,0.994097658
Gm13878,82.33511045,-0.034451856,0.885025688,-0.038927521,0.968948175,0.994097658
Gm5676,16.73368049,0.104705043,2.697922038,0.038809514,0.96904226,0.994097658
Atp6v0c,301.6463271,0.030911506,0.796736595,0.038797649,0.96905172,0.994097658
Gm44902,1.063534479,-0.118001412,3.041508234,-0.038797006,0.969052232,NA
Ncoa1,76.14971654,0.034570052,0.892234709,0.038745469,0.969093321,0.994097658
Olfr355,21.80778423,-0.060692634,1.569027919,-0.038681679,0.969144181,0.994097658
Tulp2,1.268792746,-0.117085544,3.029638442,-0.038646705,0.969172065,NA
Gm9742,9.052134624,0.075762675,1.972150403,0.038416276,0.969355784,NA
Oaf,34.91643406,0.084164758,2.19178141,0.038400161,0.969368633,0.994097658
Gm6461,0.778949441,0.117553807,3.066691357,0.038332454,0.969422615,NA
Hacd2,2.67103347,0.11529558,3.011361936,0.038286856,0.969458971,NA
Gm42828,45.65573683,0.050398379,1.318097099,0.038235711,0.969499749,0.994097658
Zfp11,30.4115746,-0.032961593,0.863243797,-0.038183412,0.969541447,0.994097658
Sfrp2,305.3098544,-0.021171609,0.554769262,-0.038162909,0.969557793,0.994097658
Slc25a13,28.19230665,-0.038963299,1.023308358,-0.038075814,0.969627235,0.994097658
Tmem184b,7.246942575,0.066601425,1.754665342,0.037956768,0.969722152,NA
Cplx4,0.932528322,0.114367441,3.013816745,0.037947709,0.969729374,NA
Tmem229a,109.1040562,0.063771654,1.680827533,0.037940629,0.969735019,0.994097658
Sema3b,1.320289371,-0.115503606,3.044455417,-0.037939004,0.969736315,NA
Tmem38b,10.58653733,-0.040425193,1.067579829,-0.037866202,0.969794361,NA
Spin2g,2.440051071,-0.115161398,3.043422487,-0.037839438,0.9698157,NA
Gm13285,0.685931809,-0.114718458,3.032752388,-0.037826516,0.969826002,NA
Tmed4,52.9434396,0.033118393,0.876786388,0.037772476,0.969869089,0.994097658
Gm9102,2.131557383,0.104296273,2.764183068,0.037731319,0.969901905,NA
Appbp2,92.52733851,-0.019460196,0.516289767,-0.037692392,0.969932942,0.994097658
Gm10282,74.07924854,0.03970151,1.055208933,0.037624312,0.969987223,0.994097658
Gm20702,0.753745155,0.115393628,3.072093335,0.037561889,0.970036995,NA
Aipl1,55.73736869,0.042231589,1.124908599,0.03754224,0.970052661,0.994097658
Dnajc5g,1.821558661,0.088912852,2.370257156,0.037511901,0.970076851,NA
Prrg1,113.4062778,0.024276848,0.648592637,0.037430039,0.970142122,0.994097658
Dsel,0.875372539,-0.113949915,3.044543983,-0.03742758,0.970144082,NA
Olfr314,26.17900243,0.053429929,1.427706707,0.037423603,0.970147254,0.994097658
Ints2,145.7523881,0.021070809,0.563880804,0.037367487,0.970191996,0.994097658
Rapsn,0.793541503,0.113304266,3.039039864,0.037282915,0.970259428,NA
Lrrtm2,4.895761333,-0.09536287,2.558617791,-0.037271245,0.970268733,NA
Gm10362,0.644641168,-0.112933089,3.033197487,-0.037232356,0.97029974,NA
Srsf1,5.807043903,-0.045679933,1.230843118,-0.037112718,0.970395132,NA
Gm48513,2.28255948,0.11242247,3.038516515,0.036999131,0.970485699,NA
Olfr954,23.12096247,0.025119643,0.679516528,0.036966935,0.97051137,0.99430448
Hmgcr,15.73469924,-0.04012244,1.089579712,-0.036823777,0.970625516,0.99430448
Gm19624,0.819756695,0.112208949,3.054300896,0.036738014,0.970693898,NA
Ppp4c,70.29283447,0.022320834,0.608681591,0.036670789,0.9707475,0.99430448
Gm5921,0.988508471,-0.110791052,3.02137689,-0.03666906,0.970748878,NA
Gnai1,4.20428974,0.069352764,1.89230049,0.036649974,0.970764097,NA
Gm14220,1.579667478,0.112669977,3.075741906,0.036631805,0.970778584,NA
Ano5,49.69208681,0.039738792,1.085385143,0.036612619,0.970793882,0.99430448
Cdh11,21.31582245,-0.044502407,1.215943441,-0.036599076,0.97080468,0.99430448
Apc2,1.429996863,-0.095111846,2.60288612,-0.036540917,0.970851053,NA
Gphn,2.095511393,-0.095211783,2.616612013,-0.036387429,0.970973438,NA
Usp24,27.64601498,0.044336567,1.218899007,0.036374274,0.970983927,0.994312645
Mgat4b,63.06452779,0.036691673,1.008860809,0.036369411,0.970987804,0.994312645
Gm28477,4.453192307,0.110163859,3.040759708,0.036229058,0.971099716,NA
Snx14,300.9875456,0.017057231,0.471016048,0.036213694,0.971111967,0.994312645
Gm26620,6.638011937,0.073379968,2.028928654,0.036166855,0.971149315,NA
Rpl21-ps7,49.60539736,-0.039481615,1.092602326,-0.036135393,0.971174401,0.994312645
Plod1,120.1242595,0.029783415,0.827507025,0.035991736,0.971288948,0.994312645
OR5BS1P,148.626901,0.019475892,0.541436479,0.035970779,0.971305659,0.994312645
Gm11516,2.578985877,0.110213211,3.072898996,0.0358662,0.971389047,NA
Sar1b,6.739662118,-0.081779222,2.281576875,-0.03584329,0.971407315,NA
Gm9644,8.709831259,-0.108518885,3.036215363,-0.035741498,0.971488481,NA
Cyp11a1,888.0571779,-0.034896585,0.976752767,-0.035727142,0.971499928,0.994362831
Gm17783,2.376387408,0.096113134,2.691609789,0.03570842,0.971514856,NA
Alpl,18.5766964,-0.057118876,1.599825579,-0.03570319,0.971519027,0.994362831
Cox18,3.99872272,0.080592815,2.261555293,0.035636014,0.971572592,NA
Gm6852,1.284472829,-0.107468796,3.016838002,-0.035622992,0.971582975,NA
Gm18867,5.162661121,-0.108273467,3.043942252,-0.035570145,0.971625114,NA
Gm17850,5.312325009,-0.107920721,3.0440264,-0.03545328,0.9717183,NA
Phyhd1,10.29098599,0.040081463,1.13066946,0.03544932,0.971721458,NA
Pomp,1515.88187,0.016392343,0.462507389,0.035442338,0.971727025,0.994491605
1810018F18Rik,0.941604345,-0.107068018,3.023626352,-0.035410466,0.971752439,NA
Majin,12.19523455,-0.039605615,1.11888382,-0.035397433,0.971762832,NA
Gm43058,1.725477291,0.10860038,3.07563003,0.035309962,0.97183258,NA
Iqgap2,45.43552081,-0.044342554,1.257054847,-0.035274956,0.971860493,0.994544087
Tex19.2,1.108282353,0.108471897,3.077780313,0.035243548,0.971885538,NA
Gm8494,1.615434624,0.108299056,3.075745743,0.035210666,0.971911757,NA
Gm44075,1.533746798,-0.10716658,3.045396299,-0.035189699,0.971928476,NA
Cdh9,1.35379481,0.107112924,3.044274307,0.035185044,0.971932188,NA
Zkscan14,24.70268672,0.031171077,0.88628954,0.035170309,0.971943937,0.994545373
Rnpc3,2.481280543,-0.106412533,3.037913902,-0.03502816,0.972057286,NA
Palld,156.9846377,-0.030580126,0.876996881,-0.034869138,0.97218409,0.994655097
Gm19078,2.124455258,0.105771795,3.034517678,0.034856213,0.972194396,NA
Olfr575,27.82309518,0.024208019,0.695040088,0.034829673,0.97221556,0.994655097
Atp5l-ps2,1.77924988,0.105812836,3.043255018,0.034769625,0.972263442,NA
Csnk2a1-ps4,3.092887635,0.105629117,3.04078129,0.034737493,0.972289064,NA
Kash5,5.454518873,0.106147693,3.060388809,0.034684381,0.972331415,NA
Gm17430,4.273433041,0.095396525,2.751077188,0.034676063,0.972338049,NA
Ros1,1.300193673,0.105461503,3.043533245,0.034651011,0.972358025,NA
Hoxc6,6.95723421,-0.034023516,0.983811908,-0.034583354,0.972411975,NA
Asb11,0.5629414,-0.105859444,3.076466488,-0.034409425,0.972550668,NA
Gm6621,0.5629414,-0.105859444,3.076466488,-0.034409425,0.972550668,NA
Atp5mpl,743.2476697,0.032814277,0.954434709,0.03438085,0.972573454,0.994766371
Arl16,45.09682567,0.023646521,0.689027993,0.034318666,0.97262304,0.994766371
Tmem41a,13.46764378,-0.042009105,1.224420625,-0.034309374,0.97263045,NA
Btaf1,1.96376798,-0.07528143,2.194498001,-0.034304625,0.972634237,NA
Cox20,2.071411517,-0.103837503,3.027796374,-0.034294744,0.972642116,NA
Pigx,109.0213542,0.019605612,0.572284113,0.03425853,0.972670994,0.994766371
Rimbp3,1.010199956,0.105391232,3.076863778,0.03425281,0.972675555,NA
Eva1a,2.914295518,-0.096812251,2.832287042,-0.034181652,0.972732297,NA
Olfr750,17.19122801,0.046757534,1.370126762,0.034126429,0.972776334,0.994766371
Olfr91,0.938698144,0.103895187,3.050644731,0.034056797,0.97283186,NA
Spin2d,0.513379492,-0.104504103,3.077026502,-0.033962692,0.972906901,NA
Zbtb41,4.426584246,0.064854635,1.912803423,0.033905541,0.972952474,NA
Pax8,64.26836742,-0.039707922,1.171660602,-0.033890294,0.972964633,0.994766371
Il17b,0.845135956,0.103818876,3.077469755,0.033735141,0.973088357,NA
Prox1,18.60266786,0.053306342,1.583415561,0.033665415,0.973143958,0.994766371
Gm29705,2.90834382,-0.102510434,3.046237766,-0.033651488,0.973155064,NA
Mslnl,18.57509236,0.053517199,1.590474276,0.033648579,0.973157384,0.994766371
Gm43772,0.790114622,0.103137274,3.077733038,0.033510793,0.973267259,NA
Obox5,1.758330104,-0.102043956,3.047204817,-0.033487725,0.973285655,NA
Gm9104,0.948055593,-0.101323495,3.02915639,-0.03344941,0.973316208,NA
Gm49141,1.906646057,0.101598461,3.039578304,0.033425183,0.973335528,NA
Gm18776,10.66525064,-0.073399469,2.197949297,-0.033394523,0.973359977,NA
Tprgl-ps1,4.33889849,-0.101654703,3.045917915,-0.033374078,0.973376281,NA
Gpr83,41.61243709,0.046330531,1.389919365,0.033333251,0.973408838,0.994766371
Cyp2d34,7.833635384,0.048356441,1.451871731,0.033306277,0.973430349,NA
Gm10029,20.41914809,-0.046066759,1.384874584,-0.03326421,0.973463894,0.994766371
Ptprcap,1.138793631,-0.101369277,3.049157962,-0.033245007,0.973479208,NA
Trav13-5,0.962670999,0.100790139,3.03200432,0.033242083,0.973481539,NA
Mcts2,1.907745252,0.101362854,3.052911259,0.033202031,0.973513478,NA
Gm47864,1.570269087,-0.101113714,3.045506567,-0.033200951,0.97351434,NA
Gm29288,1.344715132,-0.088666804,2.679235055,-0.033094074,0.973599568,NA
Gm8125,1.248140154,-0.085740025,2.591428039,-0.033086014,0.973605996,NA
Mrgprd,4.559472888,0.075700971,2.289789406,0.033060233,0.973626555,NA
Ak8,53.58519117,-0.037368042,1.130962215,-0.033040929,0.973641949,0.994766371
Penk,11.41790564,0.100269521,3.035546062,0.03303179,0.973649237,NA
Gm14365,1.470696998,-0.100452454,3.047267728,-0.032964762,0.973702689,NA
H2-M2,2.167187603,-0.04730832,1.437948263,-0.032899876,0.973754431,NA
Slc23a3,1.264718916,-0.101114872,3.074447345,-0.032888796,0.973763267,NA
Ptdss1,40.35025305,-0.039930747,1.215830241,-0.03284237,0.97380029,0.994766371
Tecta,16.49797852,0.09956353,3.036085202,0.032793391,0.973839348,0.994766371
Gm5049,2.366771505,0.100726923,3.075208383,0.032754503,0.97387036,NA
Msln,260.514579,-0.028067923,0.857523721,-0.032731366,0.973888811,0.994766371
Smarca1,6.018754381,-0.052032206,1.596470558,-0.032592024,0.973999931,NA
Pcsk9,0.625050622,0.100280399,3.078833573,0.032570906,0.974016771,NA
Lemd1,21.80357662,-0.033093054,1.016256671,-0.032563677,0.974022536,0.994766371
Zbbx,47.22298062,-0.056330124,1.732601893,-0.032511868,0.974063852,0.994766371
Stat3,107.7903714,-0.026535286,0.816458682,-0.032500464,0.974072946,0.994766371
Gm4935,1.602875743,0.097278128,2.993567067,0.032495724,0.974076726,NA
Gm17983,22.82706639,0.083867646,2.5927088,0.032347499,0.97419493,0.994766371
Gm48515,15.3792225,0.025385371,0.784938934,0.032340568,0.974200458,0.994766371
Sgms2,20.33606937,-0.027932222,0.86402056,-0.032328191,0.974210328,0.994766371
Slc38a2,175.3992354,0.027153704,0.840042004,0.032324221,0.974213494,0.994766371
Tbc1d16,65.8007554,0.038763095,1.199305865,0.032321275,0.974215843,0.994766371
Msh5,9.047568156,-0.033169911,1.031342258,-0.032161885,0.974342952,NA
Dhx37,419.2372021,-0.016017386,0.499458766,-0.032069487,0.974416637,0.994766371
Xpa,11.82181624,0.04702281,1.469303812,0.032003463,0.974469289,NA
Pnn,117.8920795,-0.019343736,0.604913698,-0.03197768,0.974489851,0.994766371
Gm37308,0.866349556,-0.096733883,3.028695167,-0.031939128,0.974520595,NA
Ighv5-10,1.808687208,0.097860993,3.073294263,0.031842376,0.974597752,NA
Gm8362,1.185490335,-0.096893918,3.043450183,-0.031836867,0.974602146,NA
Tmem62,3.315812507,-0.095771725,3.013550234,-0.031780364,0.974647206,NA
Pim3,1.175899904,-0.096901547,3.049578981,-0.031775385,0.974651177,NA
Mpped2,50.43602267,0.024396193,0.768181079,0.031758388,0.974664731,0.994766371
Tmem131l,217.5709177,0.021774198,0.685664719,0.031756334,0.974666369,0.994766371
Trpv1,0.878231496,-0.097690485,3.076257107,-0.031756281,0.974666412,NA
Hephl1,0.878231496,-0.097690485,3.076257107,-0.031756281,0.974666412,NA
Ccdc30,74.84870997,-0.026334596,0.829902163,-0.031732169,0.97468564,0.994766371
Rab28,1.690416316,0.090536079,2.862193428,0.031631712,0.974765753,NA
Rasl10b,7.576058631,-0.068000628,2.150851179,-0.031615682,0.974778537,NA
Gm8637,4.740993245,0.066083269,2.090948983,0.031604439,0.974787504,NA
Khdc1a,25.91760597,0.054878148,1.742246748,0.031498493,0.974871994,0.994766371
Mrtfa,80.08708208,-0.025889079,0.822776824,-0.031465494,0.97489831,0.994766371
Impa1,1.873773486,-0.094630522,3.019425284,-0.031340574,0.974997933,NA
Pla2g5,0.682973354,0.095706979,3.057555197,0.031301799,0.975028856,NA
Prpf38a,56.40893909,0.025098856,0.803746518,0.031227328,0.975088246,0.994766371
Gm43710,5.746957334,-0.09147706,2.935273456,-0.031164749,0.975138153,NA
Gm18640,1.122631007,-0.0951234,3.05323363,-0.031154969,0.975145952,NA
Gm8159,11.60288029,0.066935836,2.15045557,0.031126352,0.975168774,NA
Ndel1,20.07093306,-0.033075296,1.063450841,-0.031101857,0.975188309,0.994766371
Ube2j1,44.56677397,0.04615524,1.484057686,0.031100705,0.975189227,0.994766371
Zkscan7,35.01352588,-0.020675763,0.666805609,-0.031007182,0.975263812,0.994766371
Npc1,81.64444138,0.015730493,0.510580845,0.030809016,0.97542185,0.994766371
Arcn1,463.433093,-0.021742167,0.706170265,-0.030788845,0.975437936,0.994766371
Hif1a,52.64864006,-0.041183273,1.338569641,-0.030766627,0.975455655,0.994766371
Gm4981,0.667816151,0.093460033,3.050262925,0.030639992,0.975556648,NA
Rps2-ps2,3.83212071,-0.09297255,3.036783011,-0.030615474,0.975576202,NA
Gm49910,1.356450919,-0.092562735,3.025230861,-0.030596916,0.975591002,NA
Slc4a3,202.4677348,0.028629291,0.937106085,0.030550747,0.975627822,0.994766371
Gm10109,0.88732013,-0.093040445,3.046423219,-0.03054088,0.975635691,NA
Rnps1,148.6308742,-0.024210187,0.798425576,-0.030322409,0.975809925,0.994766371
Lurap1,31.85415634,0.02957006,0.97665356,0.030276918,0.975846205,0.994766371
Vmn2r-ps16,18.75768432,0.09172296,3.034383787,0.03022787,0.975885321,0.994766371
Prdm14,3.77083731,0.092716046,3.071337031,0.030187519,0.975917502,NA
Tm7sf2,44.71701155,-0.042816458,1.419612548,-0.030160665,0.975938919,0.994766371
Tmem8b,28.84635912,-0.028964408,0.961708317,-0.030117664,0.975973213,0.994766371
U90926,5.275818529,-0.091443618,3.048554928,-0.029995726,0.976070462,NA
Gm12882,4.630796087,-0.07961929,2.662158915,-0.02990779,0.976140593,NA
Gm12242,77.66134613,0.041189537,1.381275495,0.029819929,0.976210665,0.994766371
Olfr643,18.10030688,0.023110573,0.777294201,0.02973208,0.976280727,0.994766371
Pdlim3,50.70454669,0.030909888,1.039763751,0.029727799,0.976284141,0.994766371
Cib2,298.7357191,-0.041363031,1.392039929,-0.029713969,0.976295171,0.994766371
Gmfg-ps,6.907075612,-0.081906431,2.764130942,-0.029631892,0.97636063,NA
Olfr847,0.773975074,0.089864938,3.038316922,0.02957721,0.976404241,NA
Mug-ps1,1.627765792,-0.089752072,3.035718526,-0.029565347,0.976413702,NA
Dnah8,57.55033195,0.02143364,0.725817559,0.029530341,0.976441621,0.994766371
Tacc2,201.3685262,0.020131254,0.681984206,0.029518651,0.976450944,0.994766371
Crebl2,14.38108837,-0.025912382,0.879830533,-0.02945156,0.976504452,NA
Depdc5,92.47060168,-0.015855211,0.538929757,-0.029419811,0.976529773,0.994766371
Rint1,263.0587509,0.015524892,0.527947258,0.029406141,0.976540675,0.994766371
Plin5,196.3724992,0.035330498,1.204999242,0.029319934,0.976609429,0.994766371
Fgf18,85.17926296,0.016772803,0.573450463,0.029248914,0.97666607,0.994766371
Terb1,29.80066446,-0.025859585,0.886165538,-0.029181438,0.976719885,0.994766371
Rpl15-ps6,22.24170649,-0.065196874,2.234905262,-0.029172098,0.976727335,0.994766371
Rexo2,14.5941937,0.033671567,1.154283764,0.029170961,0.976728241,NA
Taf4b,15.57679291,-0.036300518,1.249240153,-0.029058079,0.97681827,0.994766371
Ms4a6b,47.00420967,-0.030295573,1.04381855,-0.029023792,0.976845615,0.994766371
Olfr987,0.931359793,-0.087584563,3.03484847,-0.028859616,0.976976554,NA
Gm46542,4.871024132,-0.06611928,2.291767204,-0.028850784,0.976983598,NA
Rfxank,1083.977113,-0.014611454,0.506650337,-0.028839326,0.976992736,0.994832473
Ubr2,204.2646407,0.016608443,0.578875074,0.028690893,0.97711112,0.994869303
Gm13724,5.632579374,-0.068658874,2.398208349,-0.028629237,0.977160294,NA
Top1mt,122.2883353,0.031660335,1.108170618,0.02856991,0.977207611,0.994874815
Cdc14a,43.18805809,0.033452839,1.174693081,0.02847794,0.977280962,0.994874815
Btf3-ps18,3.597267494,-0.084968017,2.98503625,-0.028464652,0.977291561,NA
Gng7,5.177357406,-0.051645309,1.820718691,-0.028365342,0.977370766,NA
Vamp1,51.68206226,0.021490242,0.757719949,0.028361721,0.977373654,0.99488548
Gm14295,25.14156949,0.071168066,2.52009678,0.028240212,0.977470566,0.994900439
Insl3,4.03266665,-0.067546676,2.398018401,-0.028167705,0.977528394,NA
Rpl39-ps,4.468950941,-0.058606027,2.081941445,-0.0281497,0.977542755,NA
Pcgf6,14.52330657,-0.027165796,0.973469162,-0.02790617,0.977736987,NA
Olfr713,11.32910012,-0.032912199,1.180239883,-0.027886025,0.977753055,NA
Slc44a1,36.81290292,-0.030714847,1.102015907,-0.02787151,0.977764631,0.995029748
Tchh,2.89292254,0.081749327,2.934718502,0.027855935,0.977777054,NA
Mylip,27.39087791,-0.030193847,1.087421057,-0.027766473,0.977848407,0.995029748
Ppp3cc,16.34560236,0.047179002,1.700463459,0.02774479,0.9778657,0.995029748
P4htm,239.5557903,0.020205075,0.730254554,0.027668537,0.977926518,0.995029748
Gm37025,1.006690169,-0.085021841,3.074767702,-0.027651468,0.977940132,NA
Fzd4,13.42846271,0.036844641,1.335168583,0.027595498,0.977984773,NA
H60c,1.967309145,-0.08360013,3.042034083,-0.027481655,0.978075572,NA
Gm7951,0.629320065,-0.083937197,3.057785693,-0.027450321,0.978100563,NA
Gm4660,29.02045089,0.03843709,1.400976257,0.027435932,0.978112039,0.99513484
Gm14357,1.053924739,-0.082843226,3.042544569,-0.02722827,0.978277667,NA
Bin2,2.15472075,0.064853097,2.383339143,0.027211023,0.978291424,NA
4921536K21Rik,2.703174596,-0.05349721,1.971252746,-0.027138686,0.978349119,NA
Gpc5,1.677149549,0.082353526,3.04221912,0.027070215,0.978403731,NA
Myh2,2.648058415,0.062132578,2.296712283,0.027052835,0.978417593,NA
Ehhadh,2.710401868,0.083028295,3.075048204,0.027000648,0.978459217,NA
Gm6418,0.69860697,0.082393805,3.055663296,0.026964294,0.978488213,NA
Gm5177,20.50202447,-0.022369666,0.831310381,-0.026908922,0.978532377,0.995478798
Gm49770,1.305043174,-0.081153088,3.022315078,-0.0268513,0.978578337,NA
Fcna,1.028499934,0.076173415,2.843258,0.026790891,0.978626519,NA
Gm15529,1.685429786,-0.081726587,3.051652255,-0.026781094,0.978634332,NA
Zfp84,18.44545033,0.02016991,0.754874663,0.026719549,0.978683421,0.995548763
Lyz2,9.481321212,-0.063808241,2.39395817,-0.026653866,0.978735809,NA
Actr3,2.727000354,-0.060884293,2.304677488,-0.026417706,0.978924172,NA
Vmn2r72,12.53358724,0.024223493,0.918911009,0.026361087,0.978969331,NA
Olfr1093,2.183616697,-0.079783604,3.027078643,-0.026356634,0.978972883,NA
Pi4ka,379.9046324,0.016868439,0.640321151,0.026343717,0.978983186,0.995736871
Zfp748,1.565452937,0.078278401,2.980528025,0.026263266,0.979047354,NA
Glrx3,386.4831193,-0.020478998,0.781959067,-0.026189347,0.979106312,0.995736871
S100a1,144.7179081,0.035699693,1.363718125,0.026178205,0.979115199,0.995736871
Kcmf1,41.79230322,-0.035490889,1.364790359,-0.026004645,0.979253634,0.995793968
Mettl25,8.676299759,0.072907402,2.807064896,0.025972824,0.979279015,NA
Cacng8,9.91279098,0.05884922,2.272179356,0.025899901,0.979337179,NA
Bdnf,13.60058999,0.040123346,1.551128097,0.025867204,0.979363259,NA
Plaat5,2.202014735,0.079270577,3.073746353,0.025789564,0.979425186,NA
Mapk10,6.943183576,-0.031956821,1.23962946,-0.025779333,0.979433346,NA
Esp16,3.494951956,0.049300371,1.913396286,0.025765897,0.979444063,NA
Gm48078,4.600880187,0.056898648,2.208424147,0.025764366,0.979445284,NA
Asgr2,1.26845337,0.078047405,3.044544977,0.025635162,0.97954834,NA
Clic1,585.8549268,0.016302026,0.639047845,0.025509867,0.979648278,0.995855559
Krtap5-4,0.938568298,-0.078068709,3.060520878,-0.025508308,0.979649522,NA
Lgi2,1.280623131,-0.077963456,3.057032882,-0.025502983,0.97965377,NA
Gm30232,7.107268294,0.037837684,1.487382208,0.025439113,0.979704713,NA
Zfp729b,1.548088568,0.076945266,3.026415694,0.025424553,0.979716327,NA
Gm49538,10.86673656,-0.045486318,1.79255483,-0.025375134,0.979755745,NA
Ei24,126.9722913,0.014904917,0.588511477,0.025326469,0.979794562,0.995855559
Pfn2,3.56835474,0.048662327,1.921675173,0.025322868,0.979797434,NA
Colec10,0.762604297,-0.077174178,3.051911187,-0.025287164,0.979825912,NA
Gm18531,7.468013548,0.062854069,2.486105578,0.02528214,0.97982992,NA
Gm47364,0.674375467,-0.076945335,3.050007244,-0.025227919,0.979873168,NA
Rps16,982.8156221,0.01387622,0.550364833,0.025212767,0.979885254,0.995855559
Pdzrn3,0.817805259,-0.075960575,3.030045686,-0.025069119,0.979999832,NA
Gm42666,5.56733392,0.050070417,2.006733481,0.024951204,0.980093885,NA
Ddx3y,1.010542636,0.054733884,2.196071305,0.024923546,0.980115946,NA
Med31,166.4553287,-0.028860739,1.161913393,-0.024838976,0.980183402,0.995855559
Eif3c,559.743058,-0.018948398,0.76292007,-0.024836675,0.980185238,0.995855559
Secisbp2,7.562791172,0.041085523,1.658347545,0.024774977,0.98023445,NA
Gm26980,2.37142062,-0.0742847,3.003490225,-0.024732792,0.980268098,NA
Gm29257,24.8692962,-0.027320901,1.105891154,-0.024704873,0.980290368,0.995855559
Grm6,8.513490454,0.032619145,1.324186911,0.024633339,0.980347427,NA
Bcl7c,223.3967469,0.014694372,0.596617085,0.024629486,0.9803505,0.995855559
Vps35l,277.2859712,0.026256409,1.066840809,0.024611365,0.980364954,0.995855559
Hlx,0.746760508,0.07494805,3.047581662,0.024592631,0.980379897,NA
Chka,2382.730912,-0.010294114,0.41943735,-0.024542674,0.980419745,0.995855559
Nphs1,18.22633106,-0.020758586,0.846320922,-0.024528031,0.980431425,0.995855559
Arl6ip5,5.245709403,0.046766796,1.906861704,0.024525531,0.980433419,NA
Shisa3,1.766314283,0.041659848,1.703019401,0.024462345,0.980483819,NA
Gm20390,36.53592174,-0.043054633,1.763819895,-0.02440988,0.980525667,0.995855559
Slc9a3r2,59.99482148,0.037354368,1.530869473,0.024400753,0.980532947,0.995855559
Tmem139,7.933328515,-0.052636269,2.161732358,-0.024349114,0.980574137,NA
Nlrp4d,1.674725401,-0.074127623,3.053934238,-0.024272829,0.980634986,NA
Ntmt1,489.4699364,-0.021759491,0.89650654,-0.024271425,0.980636106,0.995855559
Hgd,1.098754159,-0.073468687,3.0457118,-0.024122009,0.980755288,NA
